Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,QualifyingPosition,Year,EventName,WetSession
0 days 00:09:09.235000,S VETTEL,5,0 days 00:01:23.921000,2.0,1.0,,,0 days 00:00:28.178000,0 days 00:00:22.602000,0 days 00:00:33.141000,0 days 00:08:13.492000,0 days 00:08:36.094000,0 days 00:09:09.235000,281.0,296.0,302.0,315.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:07:45.314000,2018-03-24 06:03:45.479,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:11:06.796000,S VETTEL,5,0 days 00:01:57.561000,3.0,1.0,,,0 days 00:00:37.629000,0 days 00:00:32.920000,0 days 00:00:47.012000,0 days 00:09:46.864000,0 days 00:10:19.784000,0 days 00:11:06.796000,234.0,227.0,304.0,242.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:09:09.235000,2018-03-24 06:05:09.400,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:12:42.275000,S VETTEL,5,0 days 00:01:35.479000,4.0,1.0,,,0 days 00:00:27.577000,0 days 00:00:26.504000,0 days 00:00:41.398000,0 days 00:11:34.373000,0 days 00:12:00.877000,0 days 00:12:42.275000,285.0,247.0,265.0,316.0,False,ULTRASOFT,4.0,True,Ferrari,0 days 00:11:06.796000,2018-03-24 06:07:06.961,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:14:30.720000,S VETTEL,5,0 days 00:01:48.445000,5.0,1.0,,,0 days 00:00:33.328000,0 days 00:00:26.668000,0 days 00:00:48.449000,0 days 00:13:15.603000,0 days 00:13:42.271000,0 days 00:14:30.720000,245.0,271.0,306.0,273.0,False,ULTRASOFT,5.0,True,Ferrari,0 days 00:12:42.275000,2018-03-24 06:08:42.440,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:15:54.068000,S VETTEL,5,0 days 00:01:23.348000,6.0,1.0,,,0 days 00:00:27.761000,0 days 00:00:22.463000,0 days 00:00:33.124000,0 days 00:14:58.481000,0 days 00:15:20.944000,0 days 00:15:54.068000,287.0,298.0,305.0,320.0,True,ULTRASOFT,6.0,True,Ferrari,0 days 00:14:30.720000,2018-03-24 06:10:30.885,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:31:27.064000,S VETTEL,5,,7.0,1.0,,0 days 00:17:32.603000,0 days 00:00:32.568000,0 days 00:00:26.284000,,0 days 00:16:26.962000,0 days 00:16:52.912000,,246.0,263.0,,269.0,False,ULTRASOFT,7.0,True,Ferrari,0 days 00:15:54.068000,2018-03-24 06:11:54.233,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:33:16.093000,S VETTEL,5,0 days 00:01:49.029000,8.0,2.0,0 days 00:31:29.782000,,0 days 00:00:40.380000,0 days 00:00:28.379000,0 days 00:00:40.270000,0 days 00:32:07.444000,0 days 00:32:35.823000,0 days 00:33:16.093000,235.0,268.0,302.0,220.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:31:27.064000,2018-03-24 06:27:27.229,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:34:38.738000,S VETTEL,5,0 days 00:01:22.645000,9.0,2.0,,,0 days 00:00:27.431000,0 days 00:00:22.398000,0 days 00:00:32.816000,0 days 00:33:43.524000,0 days 00:34:05.922000,0 days 00:34:38.738000,282.0,293.0,305.0,313.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:33:16.093000,2018-03-24 06:29:16.258,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:41:37.677000,S VETTEL,5,,10.0,2.0,,0 days 00:36:21.409000,0 days 00:00:35.197000,0 days 00:00:27.184000,,0 days 00:35:13.940000,0 days 00:35:41.955000,,224.0,237.0,,241.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:34:38.738000,2018-03-24 06:30:38.903,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:43:27.754000,S VETTEL,5,0 days 00:01:50.077000,11.0,3.0,0 days 00:41:40.618000,,0 days 00:00:41.726000,0 days 00:00:28.110000,0 days 00:00:40.241000,0 days 00:42:19.403000,0 days 00:42:47.513000,0 days 00:43:27.754000,232.0,267.0,305.0,124.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:41:37.677000,2018-03-24 06:37:37.842,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:44:49.698000,S VETTEL,5,0 days 00:01:21.944000,12.0,3.0,,,0 days 00:00:27.024000,0 days 00:00:22.131000,0 days 00:00:32.789000,0 days 00:43:54.778000,0 days 00:44:16.909000,0 days 00:44:49.698000,285.0,297.0,302.0,319.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:43:27.754000,2018-03-24 06:39:27.919,,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:52:46.935000,S VETTEL,5,,13.0,3.0,,0 days 00:46:43.474000,0 days 00:00:38.188000,0 days 00:00:30.233000,,0 days 00:45:28.230000,0 days 00:45:58.332000,,208.0,225.0,,231.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:44:49.698000,2018-03-24 06:40:49.863,21,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 01:04:40.359000,S VETTEL,5,,14.0,4.0,0 days 00:52:46.935000,0 days 00:54:36.921000,0 days 00:00:41.997000,0 days 00:00:27.505000,,0 days 00:53:26.220000,0 days 00:53:53.736000,,238.0,268.0,,198.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:52:46.935000,2018-03-24 06:48:47.100,125,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 01:06:29.437000,S VETTEL,5,0 days 00:01:49.078000,15.0,5.0,0 days 01:04:43.075000,,0 days 00:00:41.334000,0 days 00:00:27.067000,0 days 00:00:40.677000,0 days 01:05:21.693000,0 days 01:05:48.760000,0 days 01:06:29.437000,235.0,269.0,304.0,205.0,False,ULTRASOFT,1.0,False,Ferrari,0 days 01:04:43.075000,2018-03-24 07:00:43.240,1,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 01:07:51.522000,S VETTEL,5,0 days 00:01:22.085000,16.0,5.0,,,0 days 00:00:27.025000,0 days 00:00:22.261000,0 days 00:00:32.799000,0 days 01:06:56.462000,0 days 01:07:18.723000,0 days 01:07:51.522000,284.0,294.0,302.0,317.0,True,ULTRASOFT,2.0,False,Ferrari,0 days 01:06:29.437000,2018-03-24 07:02:29.602,1,,False,,False,True,3.0,2018,Australian Grand Prix,False
0 days 01:11:29.157000,S VETTEL,5,,17.0,5.0,,0 days 01:09:27.605000,0 days 00:00:32.802000,0 days 00:00:26.197000,,0 days 01:08:24.338000,0 days 01:08:50.514000,,245.0,261.0,,240.0,False,ULTRASOFT,3.0,False,Ferrari,0 days 01:07:51.522000,2018-03-24 07:03:51.687,1,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 01:13:20.894000,S VETTEL,5,0 days 00:01:51.737000,18.0,6.0,0 days 01:11:31.872000,,0 days 00:00:41.612000,0 days 00:00:28.288000,0 days 00:00:41.837000,0 days 01:12:10.769000,0 days 01:12:39.057000,0 days 01:13:20.894000,232.0,267.0,307.0,197.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 01:11:29.157000,2018-03-24 07:07:29.322,1,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 01:14:42.732000,S VETTEL,5,0 days 00:01:21.838000,19.0,6.0,,,0 days 00:00:27.018000,0 days 00:00:22.129000,0 days 00:00:32.691000,0 days 01:13:47.912000,0 days 01:14:10.041000,0 days 01:14:42.732000,284.0,295.0,306.0,320.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 01:13:20.894000,2018-03-24 07:09:21.059,1,,False,,False,True,3.0,2018,Australian Grand Prix,False
0 days 01:17:14.996000,S VETTEL,5,,20.0,6.0,,0 days 01:17:14.996000,0 days 00:00:39.386000,0 days 00:00:26.813000,,0 days 01:15:22.231000,0 days 01:15:49.993000,,208.0,245.0,,226.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 01:14:42.732000,2018-03-24 07:10:42.897,12,,False,,False,False,3.0,2018,Australian Grand Prix,False
0 days 00:10:51.418000,M VERSTAPPEN,33,0 days 00:01:52.794000,1.0,1.0,0 days 00:09:01.405000,,0 days 00:00:38.806000,0 days 00:00:29.759000,0 days 00:00:44.229000,0 days 00:09:37.443000,0 days 00:10:07.900000,0 days 00:10:51.741000,254.0,230.0,298.0,213.0,False,ULTRASOFT,1.0,True,Red Bull Racing,0 days 00:09:01.405000,2018-03-24 06:05:01.570,,,False,,False,False,4.0,2018,Australian Grand Prix,False
0 days 00:12:15.174000,M VERSTAPPEN,33,0 days 00:01:23.756000,2.0,1.0,,,0 days 00:00:27.866000,0 days 00:00:22.693000,0 days 00:00:33.197000,0 days 00:11:19.284000,0 days 00:11:41.977000,0 days 00:12:15.174000,277.0,290.0,296.0,309.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 00:10:51.418000,2018-03-24 06:06:51.583,,,False,,False,False,4.0,2018,Australian Grand Prix,False
0 days 00:14:27.953000,M VERSTAPPEN,33,0 days 00:02:12.779000,3.0,1.0,,,0 days 00:00:41.203000,0 days 00:00:34.250000,0 days 00:00:57.326000,0 days 00:12:56.377000,0 days 00:13:30.627000,0 days 00:14:27.953000,157.0,249.0,293.0,256.0,False,ULTRASOFT,3.0,True,Red Bull Racing,0 days 00:12:15.174000,2018-03-24 06:08:15.339,,,False,,False,False,4.0,2018,Australian Grand Prix,False
0 days 00:15:51.436000,M VERSTAPPEN,33,0 days 00:01:23.483000,4.0,1.0,,,0 days 00:00:27.823000,0 days 00:00:22.702000,0 days 00:00:32.958000,0 days 00:14:55.776000,0 days 00:15:18.478000,0 days 00:15:51.436000,278.0,288.0,295.0,306.0,True,ULTRASOFT,4.0,True,Red Bull Racing,0 days 00:14:27.953000,2018-03-24 06:10:28.118,,,False,,False,False,4.0,2018,Australian Grand Prix,False
0 days 00:30:45.874000,M VERSTAPPEN,33,,5.0,1.0,,0 days 00:17:33.667000,0 days 00:00:37.383000,0 days 00:00:27.313000,,0 days 00:16:28.941000,0 days 00:16:56.616000,,231.0,220.0,,230.0,False,ULTRASOFT,5.0,True,Red Bull Racing,0 days 00:15:51.436000,2018-03-24 06:11:51.601,,,False,,False,False,4.0,2018,Australian Grand Prix,False
