Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,QualifyingPosition,Year,EventName,WetSession
0 days 00:31:04.902000,F ALONSO,14,,9.0,3.0,0 days 00:29:08.706000,,,0 days 00:00:48.023000,0 days 00:00:27.817000,,0 days 00:30:38.846000,0 days 00:31:05.126000,168.0,178.0,306.0,289.0,False,ULTRASOFT,1.0,True,McLaren,0 days 00:21:53.684000,2018-04-28 13:17:54.666,12,,False,,False,False,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:32:58.465000,F ALONSO,14,0 days 00:01:53.563000,10.0,3.0,,,0 days 00:00:40.699000,0 days 00:00:46.005000,0 days 00:00:26.859000,0 days 00:31:45.601000,0 days 00:32:31.606000,0 days 00:32:58.465000,188.0,209.0,320.0,302.0,True,ULTRASOFT,2.0,True,McLaren,0 days 00:31:04.902000,2018-04-28 13:27:05.884,12,,False,,False,True,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:34:42.526000,F ALONSO,14,0 days 00:01:44.061000,11.0,3.0,,,0 days 00:00:36.345000,0 days 00:00:41.749000,0 days 00:00:25.967000,0 days 00:33:34.810000,0 days 00:34:16.559000,0 days 00:34:42.526000,223.0,230.0,314.0,303.0,True,ULTRASOFT,3.0,True,McLaren,0 days 00:32:58.465000,2018-04-28 13:28:59.447,12,,False,,False,True,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:36:49.703000,F ALONSO,14,0 days 00:02:07.177000,12.0,3.0,,0 days 00:36:49.807000,0 days 00:00:41.720000,0 days 00:00:51.662000,0 days 00:00:33.795000,0 days 00:35:24.246000,0 days 00:36:15.908000,0 days 00:36:49.703000,167.0,150.0,,294.0,False,ULTRASOFT,4.0,True,McLaren,0 days 00:34:42.526000,2018-04-28 13:30:43.508,12,,False,,False,False,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:41:49.242000,F ALONSO,14,,13.0,4.0,0 days 00:39:56.828000,,,0 days 00:00:47.079000,0 days 00:00:27.514000,,0 days 00:41:21.768000,0 days 00:41:49.269000,181.0,190.0,304.0,287.0,False,ULTRASOFT,1.0,True,McLaren,0 days 00:36:49.703000,2018-04-28 13:32:50.685,1,,False,,False,False,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:43:40.284000,F ALONSO,14,0 days 00:01:51.042000,14.0,4.0,,,0 days 00:00:39.093000,0 days 00:00:45.494000,0 days 00:00:26.455000,0 days 00:42:28.335000,0 days 00:43:13.829000,0 days 00:43:40.284000,197.0,197.0,322.0,305.0,False,ULTRASOFT,2.0,True,McLaren,0 days 00:41:49.242000,2018-04-28 13:37:50.224,12,,False,,False,True,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:45:24.303000,F ALONSO,14,0 days 00:01:44.019000,15.0,4.0,,,0 days 00:00:36.133000,0 days 00:00:41.762000,0 days 00:00:26.124000,0 days 00:44:16.417000,0 days 00:44:58.179000,0 days 00:45:24.303000,227.0,234.0,320.0,308.0,True,ULTRASOFT,3.0,True,McLaren,0 days 00:43:40.284000,2018-04-28 13:39:41.266,1,,False,,False,True,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:47:22.286000,F ALONSO,14,0 days 00:01:57.983000,16.0,4.0,,0 days 00:47:20.948000,0 days 00:00:40.860000,0 days 00:00:44.822000,0 days 00:00:32.301000,0 days 00:46:05.163000,0 days 00:46:49.985000,0 days 00:47:22.286000,209.0,196.0,,291.0,False,ULTRASOFT,4.0,True,McLaren,0 days 00:45:24.303000,2018-04-28 13:41:25.285,12,,False,,False,False,13.0,2018,Azerbaijan Grand Prix,False
0 days 00:06:02.578000,C LECLERC,16,,1.0,,0 days 00:04:04.984000,,,0 days 00:00:49.793000,0 days 00:00:26.605000,,0 days 00:05:36.004000,0 days 00:06:02.685000,149.0,175.0,325.0,304.0,False,nan,,True,Sauber,0 days 00:04:04.984000,2018-04-28 13:00:05.966,,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:07:48.041000,C LECLERC,16,0 days 00:01:45.463000,2.0,1.0,,,0 days 00:00:37.081000,0 days 00:00:42.805000,0 days 00:00:25.577000,0 days 00:06:39.659000,0 days 00:07:22.464000,0 days 00:07:48.041000,208.0,214.0,338.0,313.0,True,ULTRASOFT,1.0,True,Sauber,0 days 00:06:02.578000,2018-04-28 13:02:03.560,1,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:10:00.501000,C LECLERC,16,0 days 00:02:12.460000,3.0,1.0,,,0 days 00:00:46.865000,0 days 00:00:59.174000,0 days 00:00:26.421000,0 days 00:08:34.906000,0 days 00:09:34.080000,0 days 00:10:00.501000,142.0,171.0,324.0,304.0,False,ULTRASOFT,2.0,True,Sauber,0 days 00:07:48.041000,2018-04-28 13:03:49.023,12,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:11:44.965000,C LECLERC,16,0 days 00:01:44.464000,4.0,1.0,,,0 days 00:00:36.638000,0 days 00:00:42.226000,0 days 00:00:25.600000,0 days 00:10:37.139000,0 days 00:11:19.365000,0 days 00:11:44.965000,222.0,221.0,329.0,309.0,True,ULTRASOFT,3.0,True,Sauber,0 days 00:10:00.501000,2018-04-28 13:06:01.483,1,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:13:49.996000,C LECLERC,16,0 days 00:02:05.031000,5.0,1.0,,0 days 00:13:48.745000,0 days 00:00:44.933000,0 days 00:00:47.225000,0 days 00:00:32.873000,0 days 00:12:29.898000,0 days 00:13:17.123000,0 days 00:13:49.996000,183.0,194.0,,277.0,False,ULTRASOFT,4.0,True,Sauber,0 days 00:11:44.965000,2018-04-28 13:07:45.947,1,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:17:19.182000,C LECLERC,16,,6.0,2.0,0 days 00:15:25.465000,,,0 days 00:00:46.758000,0 days 00:00:26.633000,,0 days 00:16:52.626000,0 days 00:17:19.285000,189.0,141.0,328.0,308.0,False,ULTRASOFT,1.0,True,Sauber,0 days 00:13:49.996000,2018-04-28 13:09:50.978,12,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:19:03.653000,C LECLERC,16,0 days 00:01:44.471000,7.0,2.0,,,0 days 00:00:36.540000,0 days 00:00:42.277000,0 days 00:00:25.654000,0 days 00:17:55.722000,0 days 00:18:37.999000,0 days 00:19:03.653000,216.0,223.0,330.0,310.0,False,ULTRASOFT,2.0,True,Sauber,0 days 00:17:19.182000,2018-04-28 13:13:20.164,12,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:21:09.659000,C LECLERC,16,0 days 00:02:06.006000,8.0,2.0,,,0 days 00:00:46.217000,0 days 00:00:53.356000,0 days 00:00:26.433000,0 days 00:19:49.870000,0 days 00:20:43.226000,0 days 00:21:09.659000,158.0,176.0,321.0,306.0,False,ULTRASOFT,3.0,True,Sauber,0 days 00:19:03.653000,2018-04-28 13:15:04.635,12,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:22:53.411000,C LECLERC,16,0 days 00:01:43.752000,9.0,2.0,,,0 days 00:00:36.233000,0 days 00:00:41.754000,0 days 00:00:25.765000,0 days 00:21:45.892000,0 days 00:22:27.646000,0 days 00:22:53.411000,218.0,229.0,323.0,306.0,True,ULTRASOFT,4.0,True,Sauber,0 days 00:21:09.659000,2018-04-28 13:17:10.641,1,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:25:02.453000,C LECLERC,16,0 days 00:02:09.042000,10.0,2.0,,0 days 00:25:01.446000,0 days 00:00:46.507000,0 days 00:00:48.969000,0 days 00:00:33.566000,0 days 00:23:39.918000,0 days 00:24:28.887000,0 days 00:25:02.453000,134.0,183.0,,279.0,False,ULTRASOFT,5.0,True,Sauber,0 days 00:22:53.411000,2018-04-28 13:18:54.393,1,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:32:00.871000,C LECLERC,16,,11.0,3.0,0 days 00:30:11.247000,,,0 days 00:00:46.502000,0 days 00:00:26.282000,,0 days 00:31:34.646000,0 days 00:32:00.886000,190.0,170.0,328.0,307.0,False,ULTRASOFT,1.0,True,Sauber,0 days 00:25:02.453000,2018-04-28 13:21:03.435,12,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:33:53.836000,C LECLERC,16,0 days 00:01:52.965000,12.0,3.0,,0 days 00:33:52.546000,0 days 00:00:36.246000,0 days 00:00:43.191000,0 days 00:00:33.528000,0 days 00:32:37.117000,0 days 00:33:20.308000,0 days 00:33:53.836000,224.0,200.0,,276.0,False,ULTRASOFT,2.0,True,Sauber,0 days 00:32:00.871000,2018-04-28 13:28:01.853,12,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:38:53.964000,C LECLERC,16,,13.0,4.0,0 days 00:37:02.947000,,,0 days 00:00:45.286000,0 days 00:00:26.451000,,0 days 00:38:30.349000,0 days 00:38:56.946000,177.0,178.0,321.0,304.0,False,ULTRASOFT,1.0,True,Sauber,0 days 00:33:53.836000,2018-04-28 13:29:54.818,12,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:40:38.038000,C LECLERC,16,0 days 00:01:44.074000,14.0,4.0,,,0 days 00:00:36.195000,0 days 00:00:41.850000,0 days 00:00:26.029000,0 days 00:39:30.159000,0 days 00:40:12.009000,0 days 00:40:38.038000,224.0,227.0,321.0,302.0,True,ULTRASOFT,2.0,True,Sauber,0 days 00:38:53.964000,2018-04-28 13:34:54.946,1,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:42:43.668000,C LECLERC,16,0 days 00:02:05.630000,15.0,4.0,,,0 days 00:00:41.964000,0 days 00:00:57.361000,0 days 00:00:26.305000,0 days 00:41:20.002000,0 days 00:42:17.363000,0 days 00:42:43.668000,175.0,157.0,329.0,307.0,False,ULTRASOFT,3.0,True,Sauber,0 days 00:40:38.038000,2018-04-28 13:36:39.020,1,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:44:27.865000,C LECLERC,16,0 days 00:01:44.197000,16.0,4.0,,,0 days 00:00:36.591000,0 days 00:00:41.939000,0 days 00:00:25.667000,0 days 00:43:20.259000,0 days 00:44:02.198000,0 days 00:44:27.865000,220.0,215.0,330.0,309.0,False,ULTRASOFT,4.0,True,Sauber,0 days 00:42:43.668000,2018-04-28 13:38:44.650,12,,False,,False,True,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:46:38.749000,C LECLERC,16,0 days 00:02:10.884000,17.0,4.0,,0 days 00:46:37.512000,0 days 00:00:44.051000,0 days 00:00:50.693000,0 days 00:00:36.140000,0 days 00:45:11.916000,0 days 00:46:02.609000,0 days 00:46:38.749000,182.0,176.0,,272.0,False,ULTRASOFT,5.0,True,Sauber,0 days 00:44:27.865000,2018-04-28 13:40:28.847,1,,False,,False,False,14.0,2018,Azerbaijan Grand Prix,False
0 days 00:06:06.625000,K MAGNUSSEN,20,,1.0,,0 days 00:04:07.762000,,,0 days 00:00:50.463000,0 days 00:00:29.362000,,0 days 00:05:37.263000,0 days 00:06:06.863000,151.0,115.0,325.0,304.0,False,nan,,True,Haas F1 Team,0 days 00:04:07.762000,2018-04-28 13:00:08.744,,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:07:51.803000,K MAGNUSSEN,20,0 days 00:01:45.178000,2.0,1.0,,,0 days 00:00:36.832000,0 days 00:00:42.675000,0 days 00:00:25.671000,0 days 00:06:43.457000,0 days 00:07:26.132000,0 days 00:07:51.803000,212.0,222.0,320.0,311.0,True,ULTRASOFT,1.0,True,Haas F1 Team,0 days 00:06:06.625000,2018-04-28 13:02:07.607,1,,False,,False,True,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:10:04.544000,K MAGNUSSEN,20,0 days 00:02:12.741000,3.0,1.0,,,0 days 00:00:47.743000,0 days 00:00:55.990000,0 days 00:00:29.008000,0 days 00:08:39.546000,0 days 00:09:35.536000,0 days 00:10:04.544000,185.0,159.0,327.0,306.0,False,ULTRASOFT,2.0,True,Haas F1 Team,0 days 00:07:51.803000,2018-04-28 13:03:52.785,12,,False,,False,True,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:11:48.218000,K MAGNUSSEN,20,0 days 00:01:43.674000,4.0,1.0,,,0 days 00:00:36.439000,0 days 00:00:41.886000,0 days 00:00:25.349000,0 days 00:10:40.983000,0 days 00:11:22.869000,0 days 00:11:48.218000,216.0,224.0,327.0,312.0,True,ULTRASOFT,3.0,True,Haas F1 Team,0 days 00:10:04.544000,2018-04-28 13:06:05.526,1,,False,,False,True,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:13:52.486000,K MAGNUSSEN,20,0 days 00:02:04.268000,5.0,1.0,,0 days 00:13:52.523000,0 days 00:00:43.796000,0 days 00:00:47.174000,0 days 00:00:33.298000,0 days 00:12:32.014000,0 days 00:13:19.188000,0 days 00:13:52.486000,171.0,197.0,,294.0,False,ULTRASOFT,4.0,True,Haas F1 Team,0 days 00:11:48.218000,2018-04-28 13:07:49.200,1,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:17:24.559000,K MAGNUSSEN,20,,6.0,2.0,0 days 00:15:36.584000,,,0 days 00:00:44.948000,0 days 00:00:27.540000,,0 days 00:16:57.026000,0 days 00:17:24.665000,205.0,152.0,326.0,307.0,False,ULTRASOFT,1.0,True,Haas F1 Team,0 days 00:13:52.486000,2018-04-28 13:09:53.468,12,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:19:25.354000,K MAGNUSSEN,20,0 days 00:02:00.795000,7.0,2.0,,,0 days 00:00:47.127000,0 days 00:00:47.046000,0 days 00:00:26.622000,0 days 00:18:11.686000,0 days 00:18:58.732000,0 days 00:19:25.354000,152.0,186.0,324.0,305.0,False,ULTRASOFT,2.0,True,Haas F1 Team,0 days 00:17:24.559000,2018-04-28 13:13:25.541,12,,False,,False,True,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:21:09.658000,K MAGNUSSEN,20,0 days 00:01:44.304000,8.0,2.0,,,0 days 00:00:36.599000,0 days 00:00:42.377000,0 days 00:00:25.328000,0 days 00:20:01.953000,0 days 00:20:44.330000,0 days 00:21:09.658000,212.0,212.0,338.0,319.0,False,ULTRASOFT,3.0,True,Haas F1 Team,0 days 00:19:25.354000,2018-04-28 13:15:26.336,12,,False,,False,True,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:23:12.689000,K MAGNUSSEN,20,0 days 00:02:03.031000,9.0,2.0,,0 days 00:23:11.331000,0 days 00:00:41.368000,0 days 00:00:48.343000,0 days 00:00:33.320000,0 days 00:21:51.026000,0 days 00:22:39.369000,0 days 00:23:12.689000,188.0,185.0,,291.0,False,ULTRASOFT,4.0,True,Haas F1 Team,0 days 00:21:09.658000,2018-04-28 13:17:10.640,1,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:34:09.243000,K MAGNUSSEN,20,,10.0,3.0,0 days 00:32:14.149000,,,0 days 00:00:52.980000,0 days 00:00:26.880000,,0 days 00:33:44.448000,0 days 00:34:09.267000,190.0,164.0,323.0,305.0,False,ULTRASOFT,1.0,True,Haas F1 Team,0 days 00:23:12.689000,2018-04-28 13:19:13.671,12,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:35:54.002000,K MAGNUSSEN,20,0 days 00:01:44.759000,11.0,3.0,,,0 days 00:00:36.625000,0 days 00:00:42.557000,0 days 00:00:25.577000,0 days 00:34:45.868000,0 days 00:35:28.425000,0 days 00:35:54.002000,214.0,225.0,325.0,309.0,True,ULTRASOFT,2.0,True,Haas F1 Team,0 days 00:34:09.243000,2018-04-28 13:30:10.225,12,,False,,False,True,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:38:00.399000,K MAGNUSSEN,20,0 days 00:02:06.397000,12.0,3.0,,0 days 00:37:59.060000,0 days 00:00:44.624000,0 days 00:00:47.441000,0 days 00:00:34.332000,0 days 00:36:38.626000,0 days 00:37:26.067000,0 days 00:38:00.399000,188.0,191.0,,291.0,False,ULTRASOFT,3.0,True,Haas F1 Team,0 days 00:35:54.002000,2018-04-28 13:31:54.984,21,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:42:19.883000,K MAGNUSSEN,20,,13.0,4.0,0 days 00:40:28.750000,,,0 days 00:00:48.585000,0 days 00:00:26.950000,,0 days 00:41:52.933000,0 days 00:42:19.909000,197.0,172.0,329.0,309.0,False,ULTRASOFT,1.0,True,Haas F1 Team,0 days 00:38:00.399000,2018-04-28 13:34:01.381,1,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:44:36.719000,K MAGNUSSEN,20,0 days 00:02:16.836000,14.0,4.0,,0 days 00:44:35.369000,0 days 00:00:48.416000,0 days 00:00:52.934000,0 days 00:00:35.486000,0 days 00:43:08.299000,0 days 00:44:01.233000,0 days 00:44:36.719000,168.0,73.0,,300.0,False,ULTRASOFT,2.0,True,Haas F1 Team,0 days 00:42:19.883000,2018-04-28 13:38:20.865,12,,False,,False,False,15.0,2018,Azerbaijan Grand Prix,False
0 days 00:06:22.807000,S VANDOORNE,2,,1.0,,0 days 00:04:16.425000,,,0 days 00:00:56.741000,0 days 00:00:29.564000,,0 days 00:05:53.243000,0 days 00:06:44.664000,173.0,96.0,318.0,294.0,False,nan,,True,McLaren,0 days 00:04:16.425000,2018-04-28 13:00:17.407,,,False,,False,False,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:08:22.466000,S VANDOORNE,2,0 days 00:01:59.659000,2.0,1.0,,,0 days 00:00:41.920000,0 days 00:00:49.987000,0 days 00:00:27.752000,0 days 00:07:04.727000,0 days 00:07:54.714000,0 days 00:08:22.466000,171.0,180.0,318.0,297.0,True,ULTRASOFT,1.0,True,McLaren,0 days 00:06:22.807000,2018-04-28 13:02:23.789,12,,False,,False,True,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:10:25.252000,S VANDOORNE,2,0 days 00:02:02.786000,3.0,1.0,,0 days 00:10:23.925000,0 days 00:00:42.197000,0 days 00:00:47.785000,0 days 00:00:32.804000,0 days 00:09:04.663000,0 days 00:09:52.448000,0 days 00:10:25.252000,166.0,188.0,,286.0,False,ULTRASOFT,2.0,True,McLaren,0 days 00:08:22.466000,2018-04-28 13:04:23.448,21,,False,,False,False,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:15:14.309000,S VANDOORNE,2,,4.0,2.0,0 days 00:13:16.783000,,,0 days 00:00:49.124000,0 days 00:00:27.046000,,0 days 00:14:47.265000,0 days 00:15:14.387000,188.0,180.0,319.0,300.0,False,ULTRASOFT,1.0,True,McLaren,0 days 00:10:25.252000,2018-04-28 13:06:26.234,12,,False,,False,False,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:16:58.883000,S VANDOORNE,2,0 days 00:01:44.574000,5.0,2.0,,,0 days 00:00:36.635000,0 days 00:00:42.204000,0 days 00:00:25.735000,0 days 00:15:50.944000,0 days 00:16:33.148000,0 days 00:16:58.883000,214.0,217.0,327.0,312.0,True,ULTRASOFT,2.0,True,McLaren,0 days 00:15:14.309000,2018-04-28 13:11:15.291,1,,False,,False,True,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:18:58.044000,S VANDOORNE,2,0 days 00:01:59.161000,6.0,2.0,,,0 days 00:00:43.697000,0 days 00:00:48.635000,0 days 00:00:26.829000,0 days 00:17:42.580000,0 days 00:18:31.215000,0 days 00:18:58.044000,181.0,195.0,318.0,299.0,False,ULTRASOFT,3.0,True,McLaren,0 days 00:16:58.883000,2018-04-28 13:12:59.865,12,,False,,False,True,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:20:42.533000,S VANDOORNE,2,0 days 00:01:44.489000,7.0,2.0,,,0 days 00:00:36.634000,0 days 00:00:42.079000,0 days 00:00:25.776000,0 days 00:19:34.678000,0 days 00:20:16.757000,0 days 00:20:42.533000,207.0,224.0,318.0,306.0,True,ULTRASOFT,4.0,True,McLaren,0 days 00:18:58.044000,2018-04-28 13:14:59.026,12,,False,,False,True,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:22:54.978000,S VANDOORNE,2,0 days 00:02:12.445000,8.0,2.0,,0 days 00:22:53.704000,0 days 00:00:44.923000,0 days 00:00:51.122000,0 days 00:00:36.400000,0 days 00:21:27.456000,0 days 00:22:18.578000,0 days 00:22:54.978000,154.0,172.0,,282.0,False,ULTRASOFT,5.0,True,McLaren,0 days 00:20:42.533000,2018-04-28 13:16:43.515,1,,False,,False,False,16.0,2018,Azerbaijan Grand Prix,False
0 days 00:06:15.309000,P GASLY,10,,1.0,,0 days 00:04:12.969000,,,0 days 00:00:54.393000,0 days 00:00:28.447000,,0 days 00:05:48.943000,0 days 00:06:15.444000,162.0,100.0,323.0,297.0,False,nan,,True,Toro Rosso,0 days 00:04:12.969000,2018-04-28 13:00:13.951,,,False,,False,False,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:08:00.918000,P GASLY,10,0 days 00:01:45.609000,2.0,1.0,,,0 days 00:00:36.986000,0 days 00:00:42.548000,0 days 00:00:26.075000,0 days 00:06:52.295000,0 days 00:07:34.843000,0 days 00:08:00.918000,220.0,224.0,321.0,303.0,True,ULTRASOFT,1.0,True,Toro Rosso,0 days 00:06:15.309000,2018-04-28 13:02:16.291,1,,False,,False,True,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:10:08.230000,P GASLY,10,0 days 00:02:07.312000,3.0,1.0,,,0 days 00:00:47.750000,0 days 00:00:50.148000,0 days 00:00:29.414000,0 days 00:08:48.668000,0 days 00:09:38.816000,0 days 00:10:08.230000,190.0,172.0,324.0,296.0,False,ULTRASOFT,2.0,True,Toro Rosso,0 days 00:08:00.918000,2018-04-28 13:04:01.900,12,,False,,False,True,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:11:52.726000,P GASLY,10,0 days 00:01:44.496000,4.0,1.0,,,0 days 00:00:36.395000,0 days 00:00:42.229000,0 days 00:00:25.872000,0 days 00:10:44.625000,0 days 00:11:26.854000,0 days 00:11:52.726000,215.0,227.0,323.0,304.0,True,ULTRASOFT,3.0,True,Toro Rosso,0 days 00:10:08.230000,2018-04-28 13:06:09.212,1,,False,,False,True,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:13:58.559000,P GASLY,10,0 days 00:02:05.833000,5.0,1.0,,0 days 00:13:57.244000,0 days 00:00:42.503000,0 days 00:00:49.386000,0 days 00:00:33.944000,0 days 00:12:35.229000,0 days 00:13:24.615000,0 days 00:13:58.559000,186.0,195.0,,276.0,False,ULTRASOFT,4.0,True,Toro Rosso,0 days 00:11:52.726000,2018-04-28 13:07:53.708,1,,False,,False,False,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:17:58.705000,P GASLY,10,,6.0,2.0,0 days 00:16:01.229000,,,0 days 00:00:49.599000,0 days 00:00:28.939000,,0 days 00:17:29.805000,0 days 00:17:58.705000,191.0,126.0,327.0,300.0,False,ULTRASOFT,1.0,True,Toro Rosso,0 days 00:13:58.559000,2018-04-28 13:09:59.541,12,,False,,False,False,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:20:55.506000,P GASLY,10,,7.0,2.0,,,0 days 00:00:36.279000,,0 days 00:00:28.828000,0 days 00:18:35.026000,,0 days 00:20:56.807000,220.0,144.0,319.0,276.0,False,ULTRASOFT,2.0,True,Toro Rosso,0 days 00:17:58.705000,2018-04-28 13:13:59.687,21,,False,,False,False,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:22:40.916000,P GASLY,10,0 days 00:01:45.410000,8.0,2.0,,,0 days 00:00:36.775000,0 days 00:00:42.455000,0 days 00:00:26.180000,0 days 00:21:32.281000,0 days 00:22:14.736000,0 days 00:22:40.916000,212.0,222.0,315.0,300.0,False,ULTRASOFT,3.0,True,Toro Rosso,0 days 00:20:55.506000,2018-04-28 13:16:56.488,1,,False,,False,True,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:24:54.772000,P GASLY,10,0 days 00:02:13.856000,9.0,2.0,,0 days 00:24:53.466000,0 days 00:00:47.282000,0 days 00:00:52.328000,0 days 00:00:34.246000,0 days 00:23:28.198000,0 days 00:24:20.526000,0 days 00:24:54.772000,155.0,200.0,,272.0,False,ULTRASOFT,4.0,True,Toro Rosso,0 days 00:22:40.916000,2018-04-28 13:18:41.898,1,,False,,False,False,17.0,2018,Azerbaijan Grand Prix,False
0 days 00:06:00.498000,M ERICSSON,9,,1.0,,0 days 00:04:02.183000,,,0 days 00:00:49.730000,0 days 00:00:27.050000,,0 days 00:05:33.466000,0 days 00:06:00.623000,171.0,178.0,320.0,300.0,False,nan,,True,Sauber,0 days 00:04:02.183000,2018-04-28 13:00:03.165,,,False,,False,False,18.0,2018,Azerbaijan Grand Prix,False
0 days 00:07:47.542000,M ERICSSON,9,0 days 00:01:47.044000,2.0,,,,0 days 00:00:37.638000,0 days 00:00:43.300000,0 days 00:00:26.106000,0 days 00:06:38.136000,0 days 00:07:21.436000,0 days 00:07:47.542000,210.0,215.0,325.0,306.0,True,nan,,True,Sauber,0 days 00:06:00.498000,2018-04-28 13:02:01.480,1,,False,,False,True,18.0,2018,Azerbaijan Grand Prix,False
0 days 00:09:57.732000,M ERICSSON,9,0 days 00:02:10.190000,3.0,1.0,,,0 days 00:00:45.390000,0 days 00:00:58.175000,0 days 00:00:26.625000,0 days 00:08:32.932000,0 days 00:09:31.107000,0 days 00:09:57.732000,156.0,193.0,322.0,302.0,False,ULTRASOFT,1.0,True,Sauber,0 days 00:07:47.542000,2018-04-28 13:03:48.524,12,,False,,False,True,18.0,2018,Azerbaijan Grand Prix,False
0 days 00:11:43.434000,M ERICSSON,9,0 days 00:01:45.702000,4.0,1.0,,,0 days 00:00:37.036000,0 days 00:00:42.718000,0 days 00:00:25.948000,0 days 00:10:34.768000,0 days 00:11:17.486000,0 days 00:11:43.434000,218.0,216.0,323.0,304.0,True,ULTRASOFT,2.0,True,Sauber,0 days 00:09:57.732000,2018-04-28 13:05:58.714,1,,False,,False,True,18.0,2018,Azerbaijan Grand Prix,False
0 days 00:13:53.842000,M ERICSSON,9,0 days 00:02:10.408000,5.0,1.0,,,0 days 00:00:48.824000,0 days 00:00:53.923000,0 days 00:00:27.661000,0 days 00:12:32.258000,0 days 00:13:26.181000,0 days 00:13:53.842000,135.0,102.0,323.0,307.0,False,ULTRASOFT,3.0,True,Sauber,0 days 00:11:43.434000,2018-04-28 13:07:44.416,1,,False,,False,True,18.0,2018,Azerbaijan Grand Prix,False
0 days 00:15:39.383000,M ERICSSON,9,0 days 00:01:45.541000,6.0,1.0,,,0 days 00:00:36.904000,0 days 00:00:42.651000,0 days 00:00:25.986000,0 days 00:14:30.746000,0 days 00:15:13.397000,0 days 00:15:39.383000,220.0,220.0,322.0,304.0,True,ULTRASOFT,4.0,True,Sauber,0 days 00:13:53.842000,2018-04-28 13:09:54.824,12,,False,,False,True,18.0,2018,Azerbaijan Grand Prix,False
