Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,QualifyingPosition,Year,EventName,WetSession
0 days 00:35:22.573000,P GASLY,10,0 days 00:01:41.514000,5.0,2.0,,,0 days 00:00:34.693000,0 days 00:00:35.682000,0 days 00:00:31.139000,0 days 00:34:15.752000,0 days 00:34:51.434000,0 days 00:35:22.573000,169.0,229.0,285.0,264.0,True,SOFT,3.0,True,AlphaTauri,0 days 00:33:41.059000,2021-04-17 12:18:41.067,1,,False,,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:36:38.121000,P GASLY,10,0 days 00:01:15.548000,6.0,2.0,,,0 days 00:00:24.065000,0 days 00:00:26.062000,0 days 00:00:25.421000,0 days 00:35:46.638000,0 days 00:36:12.700000,0 days 00:36:38.121000,233.0,261.0,285.0,291.0,True,SOFT,4.0,True,AlphaTauri,0 days 00:35:22.573000,2021-04-17 12:20:22.581,1,,False,,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:38:08.253000,P GASLY,10,0 days 00:01:30.132000,7.0,2.0,,0 days 00:38:03.844000,0 days 00:00:27.433000,0 days 00:00:29.582000,0 days 00:00:33.117000,0 days 00:37:05.554000,0 days 00:37:35.136000,0 days 00:38:08.253000,206.0,236.0,,266.0,False,SOFT,5.0,True,AlphaTauri,0 days 00:36:38.121000,2021-04-17 12:21:38.129,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:52:31.936000,P GASLY,10,,8.0,3.0,0 days 00:51:01.988000,,,0 days 00:00:29.632000,0 days 00:00:35.479000,,0 days 00:51:56.575000,0 days 00:52:31.989000,211.0,253.0,285.0,216.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:38:08.253000,2021-04-17 12:23:08.261,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:53:47.192000,P GASLY,10,0 days 00:01:15.256000,9.0,3.0,,,0 days 00:00:23.988000,0 days 00:00:25.825000,0 days 00:00:25.443000,0 days 00:52:55.924000,0 days 00:53:21.749000,0 days 00:53:47.192000,234.0,262.0,284.0,290.0,False,SOFT,2.0,True,AlphaTauri,0 days 00:52:31.936000,2021-04-17 12:37:31.944,1,,True,TRACK LIMITS AT TURN 9,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:55:33.204000,P GASLY,10,0 days 00:01:46.012000,10.0,3.0,,,0 days 00:00:35.304000,0 days 00:00:37.619000,0 days 00:00:33.089000,0 days 00:54:22.496000,0 days 00:55:00.115000,0 days 00:55:33.204000,163.0,236.0,286.0,266.0,True,SOFT,3.0,True,AlphaTauri,0 days 00:53:47.192000,2021-04-17 12:38:47.200,1,,False,,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:56:48.682000,P GASLY,10,0 days 00:01:15.478000,11.0,3.0,,,0 days 00:00:24.008000,0 days 00:00:25.920000,0 days 00:00:25.550000,0 days 00:55:57.212000,0 days 00:56:23.132000,0 days 00:56:48.682000,234.0,262.0,284.0,291.0,True,SOFT,4.0,True,AlphaTauri,0 days 00:55:33.204000,2021-04-17 12:40:33.212,1,,False,,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:58:20.704000,P GASLY,10,0 days 00:01:32.022000,12.0,3.0,,0 days 00:58:16.228000,0 days 00:00:28.109000,0 days 00:00:29.916000,0 days 00:00:33.997000,0 days 00:57:16.791000,0 days 00:57:46.707000,0 days 00:58:20.704000,200.0,236.0,,264.0,False,SOFT,5.0,True,AlphaTauri,0 days 00:56:48.682000,2021-04-17 12:41:48.690,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:03:34.730000,P GASLY,10,,13.0,4.0,0 days 01:01:59.379000,,,0 days 00:00:30.374000,0 days 00:00:40.401000,,0 days 01:02:54.383000,0 days 01:03:34.818000,216.0,90.0,287.0,222.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:58:20.704000,2021-04-17 12:43:20.712,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:04:49.657000,P GASLY,10,0 days 00:01:14.927000,14.0,4.0,,,0 days 00:00:23.863000,0 days 00:00:25.728000,0 days 00:00:25.336000,0 days 01:03:58.593000,0 days 01:04:24.321000,0 days 01:04:49.657000,234.0,262.0,286.0,291.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:03:34.730000,2021-04-17 12:48:34.738,1,,False,,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:06:30.419000,P GASLY,10,0 days 00:01:40.762000,15.0,4.0,,0 days 01:06:25.903000,0 days 00:00:31.761000,0 days 00:00:32.965000,0 days 00:00:36.036000,0 days 01:05:21.418000,0 days 01:05:54.383000,0 days 01:06:30.419000,178.0,231.0,,255.0,False,SOFT,3.0,True,AlphaTauri,0 days 01:04:49.657000,2021-04-17 12:49:49.665,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:15:22.902000,P GASLY,10,,16.0,5.0,0 days 01:13:52.250000,,,0 days 00:00:34.794000,0 days 00:00:30.974000,,0 days 01:14:51.946000,0 days 01:15:22.979000,215.0,244.0,287.0,263.0,False,SOFT,3.0,False,AlphaTauri,0 days 01:06:30.419000,2021-04-17 12:51:30.427,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:16:38.219000,P GASLY,10,0 days 00:01:15.317000,17.0,5.0,,,0 days 00:00:23.948000,0 days 00:00:25.953000,0 days 00:00:25.416000,0 days 01:15:46.850000,0 days 01:16:12.803000,0 days 01:16:38.219000,234.0,262.0,287.0,292.0,True,SOFT,4.0,False,AlphaTauri,0 days 01:15:22.902000,2021-04-17 13:00:22.910,1,,False,,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:18:08.985000,P GASLY,10,0 days 00:01:30.766000,18.0,5.0,,0 days 01:18:04.512000,0 days 00:00:26.515000,0 days 00:00:29.411000,0 days 00:00:34.840000,0 days 01:17:04.734000,0 days 01:17:34.145000,0 days 01:18:08.985000,204.0,238.0,,226.0,False,SOFT,5.0,False,AlphaTauri,0 days 01:16:38.219000,2021-04-17 13:01:38.227,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:23:17.600000,P GASLY,10,,19.0,6.0,0 days 01:21:50.922000,,,0 days 00:00:29.195000,0 days 00:00:30.641000,,0 days 01:22:46.975000,0 days 01:23:17.620000,211.0,241.0,287.0,260.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:18:08.985000,2021-04-17 13:03:08.993,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:24:32.390000,P GASLY,10,0 days 00:01:14.790000,20.0,6.0,,,0 days 00:00:23.806000,0 days 00:00:25.853000,0 days 00:00:25.131000,0 days 01:23:41.406000,0 days 01:24:07.259000,0 days 01:24:32.390000,231.0,261.0,286.0,288.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:23:17.600000,2021-04-17 13:08:17.608,1,,False,,False,True,5.0,2021,Emilia Romagna Grand Prix,False
0 days 01:26:09.611000,P GASLY,10,,21.0,6.0,,0 days 01:26:09.611000,0 days 00:00:32.088000,0 days 00:00:30.853000,,0 days 01:25:04.581000,0 days 01:25:35.343000,,195.0,234.0,,209.0,False,SOFT,3.0,True,AlphaTauri,0 days 01:24:32.390000,2021-04-17 13:09:32.398,1,,False,,False,False,5.0,2021,Emilia Romagna Grand Prix,False
0 days 00:19:44.100000,D RICCIARDO,3,,1.0,1.0,0 days 00:18:06.592000,,,0 days 00:00:32.039000,0 days 00:00:38.332000,,0 days 00:19:05.768000,0 days 00:19:44.344000,200.0,244.0,282.0,126.0,False,SOFT,1.0,True,McLaren,0 days 00:18:06.592000,2021-04-17 12:03:06.600,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:30:29.352000,D RICCIARDO,3,,2.0,1.0,,0 days 00:22:55.250000,0 days 00:00:24.305000,0 days 00:00:26.135000,,0 days 00:20:08.377000,0 days 00:20:34.775000,,229.0,260.0,,290.0,False,SOFT,2.0,True,McLaren,0 days 00:19:44.100000,2021-04-17 12:04:44.108,125,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:32:00.236000,D RICCIARDO,3,,3.0,2.0,0 days 00:30:29.352000,,,0 days 00:00:30.582000,0 days 00:00:32.887000,,0 days 00:31:27.352000,0 days 00:32:00.524000,204.0,217.0,288.0,271.0,False,SOFT,1.0,True,McLaren,0 days 00:30:29.352000,2021-04-17 12:15:29.360,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:33:15.942000,D RICCIARDO,3,0 days 00:01:15.706000,4.0,2.0,,,0 days 00:00:24.130000,0 days 00:00:26.013000,0 days 00:00:25.563000,0 days 00:32:24.366000,0 days 00:32:50.379000,0 days 00:33:15.942000,232.0,260.0,286.0,287.0,True,SOFT,2.0,True,McLaren,0 days 00:32:00.236000,2021-04-17 12:17:00.244,1,,False,,False,True,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:34:56.101000,D RICCIARDO,3,0 days 00:01:40.159000,5.0,2.0,,,0 days 00:00:31.858000,0 days 00:00:36.819000,0 days 00:00:31.482000,0 days 00:33:47.800000,0 days 00:34:24.619000,0 days 00:34:56.101000,176.0,226.0,284.0,248.0,False,SOFT,3.0,True,McLaren,0 days 00:33:15.942000,2021-04-17 12:18:15.950,1,,False,,False,True,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:36:11.770000,D RICCIARDO,3,0 days 00:01:15.669000,6.0,2.0,,,0 days 00:00:24.193000,0 days 00:00:26.022000,0 days 00:00:25.454000,0 days 00:35:20.294000,0 days 00:35:46.316000,0 days 00:36:11.770000,233.0,261.0,286.0,288.0,True,SOFT,4.0,True,McLaren,0 days 00:34:56.101000,2021-04-17 12:19:56.109,1,,False,,False,True,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:37:41.407000,D RICCIARDO,3,0 days 00:01:29.637000,7.0,2.0,,0 days 00:37:37.034000,0 days 00:00:26.628000,0 days 00:00:28.838000,0 days 00:00:34.171000,0 days 00:36:38.398000,0 days 00:37:07.236000,0 days 00:37:41.407000,214.0,237.0,,269.0,False,SOFT,5.0,True,McLaren,0 days 00:36:11.770000,2021-04-17 12:21:11.778,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:41:59.959000,D RICCIARDO,3,,8.0,3.0,0 days 00:40:11.322000,,,0 days 00:00:34.934000,0 days 00:00:48.168000,,0 days 00:41:11.812000,0 days 00:42:00.236000,209.0,236.0,270.0,54.0,False,SOFT,1.0,True,McLaren,0 days 00:37:41.407000,2021-04-17 12:22:41.415,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:43:42.613000,D RICCIARDO,3,0 days 00:01:42.654000,9.0,3.0,,0 days 00:43:37.920000,0 days 00:00:25.988000,0 days 00:00:37.821000,0 days 00:00:38.845000,0 days 00:42:25.947000,0 days 00:43:03.768000,0 days 00:43:42.613000,160.0,194.0,,191.0,False,SOFT,2.0,True,McLaren,0 days 00:41:59.959000,2021-04-17 12:26:59.967,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:55:42.824000,D RICCIARDO,3,,10.0,4.0,0 days 00:54:14.407000,,,0 days 00:00:29.544000,0 days 00:00:33.973000,,0 days 00:55:08.851000,0 days 00:55:42.850000,207.0,243.0,284.0,117.0,False,SOFT,3.0,False,McLaren,0 days 00:43:42.613000,2021-04-17 12:28:42.621,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:56:58.484000,D RICCIARDO,3,0 days 00:01:15.660000,11.0,4.0,,,0 days 00:00:24.091000,0 days 00:00:26.001000,0 days 00:00:25.568000,0 days 00:56:06.915000,0 days 00:56:32.916000,0 days 00:56:58.484000,233.0,262.0,285.0,289.0,True,SOFT,4.0,False,McLaren,0 days 00:55:42.824000,2021-04-17 12:40:42.832,1,,False,,False,True,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:58:38.052000,D RICCIARDO,3,0 days 00:01:39.568000,12.0,4.0,,0 days 00:58:33.548000,0 days 00:00:27.745000,0 days 00:00:34.442000,0 days 00:00:37.381000,0 days 00:57:26.229000,0 days 00:58:00.671000,0 days 00:58:38.052000,172.0,223.0,,209.0,False,SOFT,5.0,False,McLaren,0 days 00:56:58.484000,2021-04-17 12:41:58.492,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:04:02.781000,D RICCIARDO,3,,13.0,5.0,0 days 01:02:27.384000,,,0 days 00:00:34.522000,0 days 00:00:33.519000,,0 days 01:03:29.326000,0 days 01:04:03.063000,207.0,214.0,288.0,262.0,False,SOFT,1.0,True,McLaren,0 days 00:58:38.052000,2021-04-17 12:43:38.060,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:05:17.814000,D RICCIARDO,3,0 days 00:01:15.033000,14.0,5.0,,,0 days 00:00:23.824000,0 days 00:00:25.937000,0 days 00:00:25.272000,0 days 01:04:26.605000,0 days 01:04:52.542000,0 days 01:05:17.814000,233.0,261.0,286.0,290.0,True,SOFT,2.0,True,McLaren,0 days 01:04:02.781000,2021-04-17 12:49:02.789,1,,False,,False,True,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:07:00.641000,D RICCIARDO,3,0 days 00:01:42.827000,15.0,5.0,,0 days 01:06:56.112000,0 days 00:00:33.219000,0 days 00:00:34.250000,0 days 00:00:35.358000,0 days 01:05:51.033000,0 days 01:06:25.283000,0 days 01:07:00.641000,180.0,227.0,,238.0,False,SOFT,3.0,True,McLaren,0 days 01:05:17.814000,2021-04-17 12:50:17.822,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:15:08.284000,D RICCIARDO,3,,16.0,6.0,0 days 01:13:43.265000,,,0 days 00:00:31.097000,0 days 00:00:28.262000,,0 days 01:14:40.149000,0 days 01:15:08.337000,192.0,243.0,284.0,270.0,False,SOFT,3.0,False,McLaren,0 days 01:07:00.641000,2021-04-17 12:52:00.649,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:16:24.349000,D RICCIARDO,3,0 days 00:01:16.065000,17.0,6.0,,,0 days 00:00:24.138000,0 days 00:00:26.332000,0 days 00:00:25.595000,0 days 01:15:32.422000,0 days 01:15:58.754000,0 days 01:16:24.349000,230.0,260.0,286.0,288.0,True,SOFT,4.0,False,McLaren,0 days 01:15:08.284000,2021-04-17 13:00:08.292,1,,False,,False,True,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:17:55.711000,D RICCIARDO,3,0 days 00:01:31.362000,18.0,6.0,,0 days 01:17:51.243000,0 days 00:00:27.579000,0 days 00:00:30.066000,0 days 00:00:33.717000,0 days 01:16:51.928000,0 days 01:17:21.994000,0 days 01:17:55.711000,203.0,235.0,,254.0,False,SOFT,5.0,False,McLaren,0 days 01:16:24.349000,2021-04-17 13:01:24.357,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:23:25.232000,D RICCIARDO,3,,19.0,7.0,0 days 01:21:55.784000,,,0 days 00:00:29.647000,0 days 00:00:31.515000,,0 days 01:22:53.717000,0 days 01:23:25.248000,209.0,241.0,288.0,197.0,False,SOFT,1.0,True,McLaren,0 days 01:17:55.711000,2021-04-17 13:02:55.719,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:24:40.058000,D RICCIARDO,3,0 days 00:01:14.826000,20.0,7.0,,,0 days 00:00:23.739000,0 days 00:00:25.856000,0 days 00:00:25.231000,0 days 01:23:48.971000,0 days 01:24:14.827000,0 days 01:24:40.058000,236.0,261.0,284.0,287.0,True,SOFT,2.0,True,McLaren,0 days 01:23:25.232000,2021-04-17 13:08:25.240,1,,False,,False,True,6.0,2021,Emilia Romagna Grand Prix,False
0 days 01:26:18.579000,D RICCIARDO,3,,21.0,7.0,,0 days 01:26:18.579000,0 days 00:00:29.803000,0 days 00:00:34.290000,,0 days 01:25:10.146000,0 days 01:25:44.169000,,174.0,228.0,,213.0,False,SOFT,3.0,True,McLaren,0 days 01:24:40.058000,2021-04-17 13:09:40.066,1,,False,,False,False,6.0,2021,Emilia Romagna Grand Prix,False
0 days 00:20:34.524000,L NORRIS,4,,1.0,1.0,0 days 00:19:02.883000,,,0 days 00:00:30.083000,0 days 00:00:34.842000,,0 days 00:19:59.682000,0 days 00:20:34.775000,207.0,240.0,284.0,102.0,False,SOFT,1.0,True,McLaren,0 days 00:19:02.883000,2021-04-17 12:04:02.891,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:31:20.490000,L NORRIS,4,,2.0,1.0,,0 days 00:22:15.802000,0 days 00:00:24.041000,,,0 days 00:20:58.713000,,,233.0,,,,False,SOFT,2.0,True,McLaren,0 days 00:20:34.524000,2021-04-17 12:05:34.532,125,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:32:52.562000,L NORRIS,4,,3.0,2.0,0 days 00:31:20.490000,,,0 days 00:00:34.636000,0 days 00:00:32.694000,,0 days 00:32:19.908000,0 days 00:32:52.858000,217.0,73.0,291.0,86.0,False,SOFT,1.0,True,McLaren,0 days 00:31:20.490000,2021-04-17 12:16:20.498,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:34:07.571000,L NORRIS,4,0 days 00:01:15.009000,4.0,2.0,,,0 days 00:00:23.683000,0 days 00:00:25.839000,0 days 00:00:25.487000,0 days 00:33:16.245000,0 days 00:33:42.084000,0 days 00:34:07.571000,231.0,260.0,283.0,290.0,True,SOFT,2.0,True,McLaren,0 days 00:32:52.562000,2021-04-17 12:17:52.570,1,,False,,False,True,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:35:46.609000,L NORRIS,4,0 days 00:01:39.038000,5.0,2.0,,,0 days 00:00:31.467000,0 days 00:00:34.711000,0 days 00:00:32.860000,0 days 00:34:39.038000,0 days 00:35:13.749000,0 days 00:35:46.609000,106.0,230.0,290.0,168.0,False,SOFT,3.0,True,McLaren,0 days 00:34:07.571000,2021-04-17 12:19:07.579,1,,False,,False,True,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:37:13.463000,L NORRIS,4,0 days 00:01:26.854000,6.0,2.0,,0 days 00:37:09.077000,0 days 00:00:24.076000,0 days 00:00:28.453000,0 days 00:00:34.325000,0 days 00:36:10.685000,0 days 00:36:39.138000,0 days 00:37:13.463000,234.0,219.0,,266.0,False,SOFT,4.0,True,McLaren,0 days 00:35:46.609000,2021-04-17 12:20:46.617,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:56:15.157000,L NORRIS,4,,7.0,3.0,0 days 00:54:46.545000,,,0 days 00:00:29.163000,0 days 00:00:34.142000,,0 days 00:55:41.054000,0 days 00:56:15.180000,217.0,245.0,286.0,274.0,False,SOFT,1.0,True,McLaren,0 days 00:37:13.463000,2021-04-17 12:22:13.471,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:57:29.875000,L NORRIS,4,0 days 00:01:14.718000,8.0,3.0,,,0 days 00:00:23.671000,0 days 00:00:25.746000,0 days 00:00:25.301000,0 days 00:56:38.828000,0 days 00:57:04.574000,0 days 00:57:29.875000,234.0,264.0,286.0,293.0,True,SOFT,2.0,True,McLaren,0 days 00:56:15.157000,2021-04-17 12:41:15.165,1,,False,,False,True,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:59:10.129000,L NORRIS,4,0 days 00:01:40.254000,9.0,3.0,,0 days 00:59:05.211000,0 days 00:00:30.123000,0 days 00:00:32.801000,0 days 00:00:37.330000,0 days 00:57:59.998000,0 days 00:58:32.799000,0 days 00:59:10.129000,195.0,221.0,,187.0,False,SOFT,3.0,True,McLaren,0 days 00:57:29.875000,2021-04-17 12:42:29.883,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 01:14:52.877000,L NORRIS,4,,10.0,4.0,0 days 01:13:27.527000,,,0 days 00:00:29.529000,0 days 00:00:29.943000,,0 days 01:14:22.954000,0 days 01:14:52.877000,215.0,243.0,285.0,213.0,False,SOFT,1.0,True,McLaren,0 days 00:59:10.129000,2021-04-17 12:44:10.137,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 01:16:07.752000,L NORRIS,4,0 days 00:01:14.875000,11.0,4.0,,,0 days 00:00:23.783000,0 days 00:00:25.862000,0 days 00:00:25.230000,0 days 01:15:16.660000,0 days 01:15:42.522000,0 days 01:16:07.752000,233.0,261.0,285.0,289.0,True,SOFT,2.0,True,McLaren,0 days 01:14:52.877000,2021-04-17 12:59:52.885,1,,False,,False,True,7.0,2021,Emilia Romagna Grand Prix,False
0 days 01:17:44.044000,L NORRIS,4,0 days 00:01:36.292000,12.0,4.0,,0 days 01:17:39.568000,0 days 00:00:31.659000,0 days 00:00:30.176000,0 days 00:00:34.457000,0 days 01:16:39.411000,0 days 01:17:09.587000,0 days 01:17:44.044000,199.0,239.0,,200.0,False,SOFT,3.0,True,McLaren,0 days 01:16:07.752000,2021-04-17 13:01:07.760,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 01:23:32.443000,L NORRIS,4,,13.0,5.0,0 days 01:22:00.529000,,,0 days 00:00:31.506000,0 days 00:00:31.418000,,0 days 01:23:01.025000,0 days 01:23:32.458000,213.0,218.0,288.0,178.0,False,SOFT,1.0,True,McLaren,0 days 01:17:44.044000,2021-04-17 13:02:44.052,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 01:24:46.897000,L NORRIS,4,0 days 00:01:14.454000,14.0,5.0,,,0 days 00:00:23.554000,0 days 00:00:25.737000,0 days 00:00:25.163000,0 days 01:23:55.997000,0 days 01:24:21.734000,0 days 01:24:46.897000,235.0,261.0,287.0,288.0,False,SOFT,2.0,True,McLaren,0 days 01:23:32.443000,2021-04-17 13:08:32.451,1,,True,TRACK LIMITS AT TURN 9,False,True,7.0,2021,Emilia Romagna Grand Prix,False
0 days 01:26:29.034000,L NORRIS,4,,15.0,5.0,,0 days 01:26:29.034000,0 days 00:00:32.180000,0 days 00:00:40.531000,,0 days 01:25:19.097000,0 days 01:25:59.671000,,149.0,177.0,,262.0,False,SOFT,3.0,True,McLaren,0 days 01:24:46.897000,2021-04-17 13:09:46.905,1,,False,,False,False,7.0,2021,Emilia Romagna Grand Prix,False
0 days 00:20:37.996000,V BOTTAS,77,,1.0,1.0,0 days 00:19:04.315000,,,0 days 00:00:30.528000,0 days 00:00:36.847000,,0 days 00:20:01.149000,0 days 00:20:38.253000,211.0,229.0,286.0,124.0,False,SOFT,1.0,True,Mercedes,0 days 00:19:04.315000,2021-04-17 12:04:04.323,1,,False,,False,False,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:30:38.634000,V BOTTAS,77,,2.0,1.0,,0 days 00:22:23.467000,,,,,,,,,,,False,SOFT,2.0,True,Mercedes,0 days 00:20:37.996000,2021-04-17 12:05:38.004,125,,False,,False,False,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:32:14.772000,V BOTTAS,77,,3.0,2.0,0 days 00:30:38.634000,,,0 days 00:00:29.659000,0 days 00:00:42.372000,,0 days 00:31:32.434000,0 days 00:32:15.009000,218.0,231.0,284.0,53.0,False,SOFT,3.0,False,Mercedes,0 days 00:30:38.634000,2021-04-17 12:15:38.642,1,,False,,False,False,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:33:29.698000,V BOTTAS,77,0 days 00:01:14.926000,4.0,2.0,,,0 days 00:00:23.958000,0 days 00:00:25.862000,0 days 00:00:25.106000,0 days 00:32:38.730000,0 days 00:33:04.592000,0 days 00:33:29.698000,233.0,259.0,284.0,291.0,True,SOFT,4.0,False,Mercedes,0 days 00:32:14.772000,2021-04-17 12:17:14.780,1,,False,,False,True,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:35:08.938000,V BOTTAS,77,0 days 00:01:39.240000,5.0,2.0,,,0 days 00:00:29.246000,0 days 00:00:32.809000,0 days 00:00:37.185000,0 days 00:33:58.944000,0 days 00:34:31.753000,0 days 00:35:08.938000,200.0,231.0,283.0,82.0,False,SOFT,5.0,False,Mercedes,0 days 00:33:29.698000,2021-04-17 12:18:29.706,1,,False,,False,True,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:36:23.610000,V BOTTAS,77,0 days 00:01:14.672000,6.0,2.0,,,0 days 00:00:23.917000,0 days 00:00:25.747000,0 days 00:00:25.008000,0 days 00:35:32.855000,0 days 00:35:58.602000,0 days 00:36:23.610000,232.0,261.0,285.0,291.0,True,SOFT,6.0,False,Mercedes,0 days 00:35:08.938000,2021-04-17 12:20:08.946,1,,False,,False,True,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:37:59.026000,V BOTTAS,77,0 days 00:01:35.416000,7.0,2.0,,0 days 00:37:54.583000,0 days 00:00:28.010000,0 days 00:00:29.918000,0 days 00:00:37.488000,0 days 00:36:51.620000,0 days 00:37:21.538000,0 days 00:37:59.026000,206.0,236.0,,225.0,False,SOFT,7.0,False,Mercedes,0 days 00:36:23.610000,2021-04-17 12:21:23.618,1,,False,,False,False,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:41:52.961000,V BOTTAS,77,,8.0,3.0,0 days 00:39:52.222000,,,0 days 00:00:34.262000,0 days 00:01:00.708000,,0 days 00:40:52.428000,0 days 00:41:53.214000,205.0,131.0,279.0,130.0,False,SOFT,8.0,False,Mercedes,0 days 00:37:59.026000,2021-04-17 12:22:59.034,1,,False,,False,False,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:43:22.379000,V BOTTAS,77,0 days 00:01:29.418000,9.0,3.0,,0 days 00:43:17.950000,0 days 00:00:24.180000,0 days 00:00:29.047000,0 days 00:00:36.191000,0 days 00:42:17.141000,0 days 00:42:46.188000,0 days 00:43:22.379000,228.0,128.0,,235.0,False,SOFT,9.0,False,Mercedes,0 days 00:41:52.961000,2021-04-17 12:26:52.969,1,,False,,False,False,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:52:38.271000,V BOTTAS,77,,10.0,4.0,0 days 00:51:02.453000,,,0 days 00:00:30.605000,0 days 00:00:40.521000,,0 days 00:51:57.750000,0 days 00:52:38.326000,213.0,234.0,282.0,175.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:43:22.379000,2021-04-17 12:28:22.387,1,,False,,False,False,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:53:53.369000,V BOTTAS,77,0 days 00:01:15.098000,11.0,4.0,,,0 days 00:00:24.004000,0 days 00:00:25.860000,0 days 00:00:25.234000,0 days 00:53:02.275000,0 days 00:53:28.135000,0 days 00:53:53.369000,233.0,260.0,284.0,291.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:52:38.271000,2021-04-17 12:37:38.279,1,,False,,False,True,8.0,2021,Emilia Romagna Grand Prix,False
0 days 00:55:27.636000,V BOTTAS,77,0 days 00:01:34.267000,12.0,4.0,,,0 days 00:00:29.087000,0 days 00:00:31.622000,0 days 00:00:33.558000,0 days 00:54:22.456000,0 days 00:54:54.078000,0 days 00:55:27.636000,197.0,236.0,283.0,100.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:53:53.369000,2021-04-17 12:38:53.377,1,,False,,False,True,8.0,2021,Emilia Romagna Grand Prix,False
