Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,EventName
0 days 00:42:59.639000,S PEREZ,11,,11.0,2.0,0 days 00:40:57.511000,,,0 days 00:00:46.011000,0 days 00:00:38.672000,,0 days 00:42:21.012000,0 days 00:42:59.649000,281.0,211.0,211.0,270.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:35:45.366000,2022-07-02 14:20:45.375,1,,False,,False,False,2022,British Grand Prix
0 days 00:44:42.152000,S PEREZ,11,0 days 00:01:42.513000,12.0,2.0,,,0 days 00:00:32.624000,0 days 00:00:41.467000,0 days 00:00:28.422000,0 days 00:43:32.263000,0 days 00:44:13.730000,0 days 00:44:42.152000,294.0,241.0,221.0,298.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 00:42:59.639000,2022-07-02 14:27:59.648,1,,False,,False,True,2022,British Grand Prix
0 days 00:46:31.883000,S PEREZ,11,0 days 00:01:49.731000,13.0,2.0,,,0 days 00:00:33.220000,0 days 00:00:45.199000,0 days 00:00:31.312000,0 days 00:45:15.372000,0 days 00:46:00.571000,0 days 00:46:31.883000,274.0,229.0,210.0,274.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 00:44:42.152000,2022-07-02 14:29:42.161,1,,False,,False,True,2022,British Grand Prix
0 days 00:48:16.421000,S PEREZ,11,0 days 00:01:44.538000,14.0,2.0,,,0 days 00:00:32.374000,0 days 00:00:41.996000,0 days 00:00:30.168000,0 days 00:47:04.257000,0 days 00:47:46.253000,0 days 00:48:16.421000,295.0,191.0,217.0,291.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 00:46:31.883000,2022-07-02 14:31:31.892,1,,False,,False,True,2022,British Grand Prix
0 days 00:50:00.416000,S PEREZ,11,0 days 00:01:43.995000,15.0,2.0,,0 days 00:49:54.026000,0 days 00:00:32.433000,0 days 00:00:41.789000,0 days 00:00:29.773000,0 days 00:48:48.854000,0 days 00:49:30.643000,0 days 00:50:00.416000,294.0,221.0,,293.0,False,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 00:48:16.421000,2022-07-02 14:33:16.430,1,,False,,False,False,2022,British Grand Prix
0 days 00:52:21.849000,S PEREZ,11,0 days 00:02:21.433000,16.0,3.0,0 days 00:50:29.705000,,0 days 00:01:04.021000,0 days 00:00:45.018000,0 days 00:00:32.394000,0 days 00:51:04.437000,0 days 00:51:49.455000,0 days 00:52:21.849000,265.0,177.0,201.0,266.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:50:00.416000,2022-07-02 14:35:00.425,1,,False,,False,False,2022,British Grand Prix
0 days 00:54:14.647000,S PEREZ,11,0 days 00:01:52.798000,17.0,3.0,,,0 days 00:00:34.092000,0 days 00:00:47.087000,0 days 00:00:31.619000,0 days 00:52:55.941000,0 days 00:53:43.028000,0 days 00:54:14.647000,282.0,172.0,210.0,266.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 00:52:21.849000,2022-07-02 14:37:21.858,1,,False,,False,True,2022,British Grand Prix
0 days 00:56:04.946000,S PEREZ,11,0 days 00:01:50.299000,18.0,3.0,,0 days 00:55:58.480000,0 days 00:00:33.486000,0 days 00:00:46.208000,0 days 00:00:30.605000,0 days 00:54:48.133000,0 days 00:55:34.341000,0 days 00:56:04.946000,283.0,177.0,,266.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 00:54:14.647000,2022-07-02 14:39:14.656,1,,False,,False,False,2022,British Grand Prix
0 days 01:05:49.420000,S PEREZ,11,,19.0,4.0,0 days 01:03:35.327000,,,0 days 00:00:48.511000,0 days 00:00:44.866000,,0 days 01:05:04.682000,0 days 01:05:49.420000,279.0,120.0,191.0,93.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:56:04.946000,2022-07-02 14:41:04.955,1,,False,,False,False,2022,British Grand Prix
0 days 01:07:39.746000,S PEREZ,11,0 days 00:01:50.326000,20.0,4.0,,,0 days 00:00:34.179000,0 days 00:00:46.223000,0 days 00:00:29.924000,0 days 01:06:23.599000,0 days 01:07:09.822000,0 days 01:07:39.746000,291.0,218.0,208.0,292.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 01:05:49.420000,2022-07-02 14:50:49.429,1,,False,,False,True,2022,British Grand Prix
0 days 01:09:25.253000,S PEREZ,11,0 days 00:01:45.507000,21.0,4.0,,,0 days 00:00:33.534000,0 days 00:00:42.827000,0 days 00:00:29.146000,0 days 01:08:13.280000,0 days 01:08:56.107000,0 days 01:09:25.253000,292.0,222.0,212.0,294.0,True,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 01:07:39.746000,2022-07-02 14:52:39.755,12,,False,,False,True,2022,British Grand Prix
0 days 01:11:10.062000,S PEREZ,11,0 days 00:01:44.809000,22.0,4.0,,,0 days 00:00:33.469000,0 days 00:00:41.833000,0 days 00:00:29.507000,0 days 01:09:58.722000,0 days 01:10:40.555000,0 days 01:11:10.062000,,230.0,213.0,293.0,True,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 01:09:25.253000,2022-07-02 14:54:25.262,1,,False,,False,True,2022,British Grand Prix
0 days 01:13:04.637000,S PEREZ,11,0 days 00:01:54.575000,23.0,4.0,,,0 days 00:00:34.936000,0 days 00:00:43.943000,0 days 00:00:35.696000,0 days 01:11:44.998000,0 days 01:12:28.941000,0 days 01:13:04.637000,284.0,220.0,206.0,160.0,False,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 01:11:10.062000,2022-07-02 14:56:10.071,1,,False,,False,True,2022,British Grand Prix
0 days 01:14:46.716000,S PEREZ,11,0 days 00:01:42.079000,24.0,4.0,,,0 days 00:00:32.269000,0 days 00:00:41.202000,0 days 00:00:28.608000,0 days 01:13:36.906000,0 days 01:14:18.108000,0 days 01:14:46.716000,294.0,234.0,219.0,296.0,True,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 01:13:04.637000,2022-07-02 14:58:04.646,1,,False,,False,True,2022,British Grand Prix
0 days 01:16:28.332000,S PEREZ,11,0 days 00:01:41.616000,25.0,4.0,,,0 days 00:00:32.269000,0 days 00:00:40.950000,0 days 00:00:28.397000,,0 days 01:15:59.935000,0 days 01:16:28.332000,295.0,237.0,218.0,296.0,True,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 01:14:46.716000,2022-07-02 14:59:46.725,12,,False,,False,True,2022,British Grand Prix
0 days 01:18:37.707000,S PEREZ,11,0 days 00:02:09.375000,26.0,4.0,,0 days 01:18:28.136000,0 days 00:00:40.445000,0 days 00:00:51.434000,0 days 00:00:37.496000,0 days 01:17:08.777000,0 days 01:18:00.211000,0 days 01:18:37.707000,231.0,182.0,,222.0,False,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 01:16:28.332000,2022-07-02 15:01:28.341,1,,False,,False,False,2022,British Grand Prix
0 days 00:18:22.750000,L HAMILTON,44,,1.0,1.0,0 days 00:15:58.902000,,,0 days 00:00:45.759000,0 days 00:01:02.965000,,0 days 00:17:19.837000,0 days 00:18:22.750000,224.0,231.0,195.0,142.0,False,INTERMEDIATE,1.0,True,Mercedes,0 days 00:15:58.902000,2022-07-02 14:00:58.911,1,,False,,False,False,2022,British Grand Prix
0 days 00:20:10.630000,L HAMILTON,44,0 days 00:01:47.880000,2.0,1.0,,,0 days 00:00:35.270000,0 days 00:00:43.279000,0 days 00:00:29.331000,0 days 00:18:58.020000,0 days 00:19:41.299000,0 days 00:20:10.630000,274.0,234.0,221.0,284.0,True,INTERMEDIATE,2.0,True,Mercedes,0 days 00:18:22.750000,2022-07-02 14:03:22.759,12,,False,,False,True,2022,British Grand Prix
0 days 00:21:54.624000,L HAMILTON,44,0 days 00:01:43.994000,3.0,1.0,,,0 days 00:00:33.132000,0 days 00:00:42.237000,0 days 00:00:28.625000,0 days 00:20:43.762000,0 days 00:21:25.999000,0 days 00:21:54.624000,279.0,238.0,226.0,289.0,True,INTERMEDIATE,3.0,True,Mercedes,0 days 00:20:10.630000,2022-07-02 14:05:10.639,1,,False,,False,True,2022,British Grand Prix
0 days 00:23:37.647000,L HAMILTON,44,0 days 00:01:43.023000,4.0,1.0,,,0 days 00:00:32.469000,0 days 00:00:41.892000,0 days 00:00:28.662000,0 days 00:22:27.093000,0 days 00:23:08.985000,0 days 00:23:37.647000,281.0,242.0,218.0,288.0,True,INTERMEDIATE,4.0,True,Mercedes,0 days 00:21:54.624000,2022-07-02 14:06:54.633,1,,False,,False,True,2022,British Grand Prix
0 days 00:25:33.305000,L HAMILTON,44,0 days 00:01:55.658000,5.0,1.0,,,0 days 00:00:32.048000,0 days 00:00:50.804000,0 days 00:00:32.806000,0 days 00:24:09.695000,0 days 00:25:00.499000,0 days 00:25:33.305000,270.0,213.0,224.0,244.0,False,INTERMEDIATE,5.0,True,Mercedes,0 days 00:23:37.647000,2022-07-02 14:08:37.656,1,,False,,False,True,2022,British Grand Prix
0 days 00:27:24.908000,L HAMILTON,44,0 days 00:01:51.603000,6.0,1.0,,,0 days 00:00:31.647000,0 days 00:00:45.826000,0 days 00:00:34.130000,0 days 00:26:04.952000,0 days 00:26:50.778000,0 days 00:27:24.908000,294.0,224.0,226.0,276.0,False,INTERMEDIATE,6.0,True,Mercedes,0 days 00:25:33.305000,2022-07-02 14:10:33.314,1,,False,,False,True,2022,British Grand Prix
0 days 00:29:10.643000,L HAMILTON,44,0 days 00:01:45.735000,7.0,1.0,,,0 days 00:00:31.746000,0 days 00:00:43.166000,0 days 00:00:30.823000,0 days 00:27:56.654000,0 days 00:28:39.820000,0 days 00:29:10.643000,292.0,172.0,232.0,282.0,False,INTERMEDIATE,7.0,True,Mercedes,0 days 00:27:24.908000,2022-07-02 14:12:24.917,1,,False,,False,True,2022,British Grand Prix
0 days 00:30:51.103000,L HAMILTON,44,0 days 00:01:40.460000,8.0,1.0,,,0 days 00:00:31.542000,0 days 00:00:40.709000,0 days 00:00:28.209000,0 days 00:29:42.185000,0 days 00:30:22.894000,0 days 00:30:51.103000,293.0,241.0,228.0,293.0,True,INTERMEDIATE,8.0,True,Mercedes,0 days 00:29:10.643000,2022-07-02 14:14:10.652,1,,False,,False,True,2022,British Grand Prix
0 days 00:32:52.021000,L HAMILTON,44,0 days 00:02:00.918000,9.0,1.0,,,0 days 00:00:37.487000,0 days 00:00:45.676000,0 days 00:00:37.755000,0 days 00:31:28.590000,0 days 00:32:14.266000,0 days 00:32:52.021000,263.0,230.0,222.0,199.0,False,INTERMEDIATE,9.0,True,Mercedes,0 days 00:30:51.103000,2022-07-02 14:15:51.112,1,,False,,False,True,2022,British Grand Prix
0 days 00:34:32.449000,L HAMILTON,44,0 days 00:01:40.428000,10.0,1.0,,,0 days 00:00:31.470000,0 days 00:00:40.747000,0 days 00:00:28.211000,0 days 00:33:23.491000,0 days 00:34:04.238000,0 days 00:34:32.449000,294.0,245.0,222.0,298.0,True,INTERMEDIATE,10.0,True,Mercedes,0 days 00:32:52.021000,2022-07-02 14:17:52.030,1,,False,,False,True,2022,British Grand Prix
0 days 00:36:21.599000,L HAMILTON,44,0 days 00:01:49.150000,11.0,1.0,,0 days 00:36:15.638000,0 days 00:00:35.652000,0 days 00:00:43.856000,0 days 00:00:29.642000,0 days 00:35:08.101000,0 days 00:35:51.957000,0 days 00:36:21.599000,254.0,234.0,,281.0,False,INTERMEDIATE,11.0,True,Mercedes,0 days 00:34:32.449000,2022-07-02 14:19:32.458,1,,False,,False,False,2022,British Grand Prix
0 days 00:43:33.969000,L HAMILTON,44,,12.0,2.0,0 days 00:41:43.106000,,,0 days 00:00:46.185000,0 days 00:00:30.932000,,0 days 00:43:03.082000,0 days 00:43:33.981000,230.0,224.0,214.0,277.0,False,INTERMEDIATE,1.0,True,Mercedes,0 days 00:36:21.599000,2022-07-02 14:21:21.608,1,,False,,False,False,2022,British Grand Prix
0 days 00:45:16.651000,L HAMILTON,44,0 days 00:01:42.682000,13.0,2.0,,,0 days 00:00:32.482000,0 days 00:00:41.551000,0 days 00:00:28.649000,0 days 00:44:06.451000,0 days 00:44:48.002000,0 days 00:45:16.651000,289.0,240.0,220.0,292.0,True,INTERMEDIATE,2.0,True,Mercedes,0 days 00:43:33.969000,2022-07-02 14:28:33.978,1,,False,,False,True,2022,British Grand Prix
0 days 00:46:57.713000,L HAMILTON,44,0 days 00:01:41.062000,14.0,2.0,,,0 days 00:00:31.869000,0 days 00:00:40.952000,0 days 00:00:28.241000,0 days 00:45:48.520000,0 days 00:46:29.472000,0 days 00:46:57.713000,288.0,242.0,218.0,291.0,True,INTERMEDIATE,3.0,True,Mercedes,0 days 00:45:16.651000,2022-07-02 14:30:16.660,1,,False,,False,True,2022,British Grand Prix
0 days 00:48:49.349000,L HAMILTON,44,0 days 00:01:51.636000,15.0,2.0,,0 days 00:48:43.086000,0 days 00:00:32.221000,0 days 00:00:45.428000,0 days 00:00:33.987000,0 days 00:47:29.934000,0 days 00:48:15.362000,0 days 00:48:49.349000,287.0,196.0,,161.0,False,INTERMEDIATE,4.0,True,Mercedes,0 days 00:46:57.713000,2022-07-02 14:31:57.722,1,,False,,False,False,2022,British Grand Prix
0 days 01:05:38.019000,L HAMILTON,44,,16.0,3.0,0 days 01:03:27.144000,,,0 days 00:00:47.603000,0 days 00:00:45.559000,,0 days 01:04:52.496000,0 days 01:05:38.098000,254.0,190.0,198.0,263.0,False,INTERMEDIATE,1.0,True,Mercedes,0 days 00:48:49.349000,2022-07-02 14:33:49.358,1,,False,,False,False,2022,British Grand Prix
0 days 01:07:30.652000,L HAMILTON,44,0 days 00:01:52.633000,17.0,3.0,,,0 days 00:00:36.614000,0 days 00:00:45.149000,0 days 00:00:30.870000,0 days 01:06:14.633000,0 days 01:06:59.782000,0 days 01:07:30.652000,279.0,211.0,207.0,281.0,True,INTERMEDIATE,2.0,True,Mercedes,0 days 01:05:38.019000,2022-07-02 14:50:38.028,1,,False,,False,True,2022,British Grand Prix
0 days 01:09:16.242000,L HAMILTON,44,0 days 00:01:45.590000,18.0,3.0,,,0 days 00:00:33.643000,0 days 00:00:42.681000,0 days 00:00:29.266000,0 days 01:08:04.295000,0 days 01:08:46.976000,0 days 01:09:16.242000,286.0,222.0,218.0,288.0,True,INTERMEDIATE,3.0,True,Mercedes,0 days 01:07:30.652000,2022-07-02 14:52:30.661,12,,False,,False,True,2022,British Grand Prix
0 days 01:10:59.492000,L HAMILTON,44,0 days 00:01:43.250000,19.0,3.0,,,0 days 00:00:32.742000,0 days 00:00:41.652000,0 days 00:00:28.856000,0 days 01:09:48.984000,0 days 01:10:30.636000,0 days 01:10:59.492000,,232.0,220.0,292.0,True,INTERMEDIATE,4.0,True,Mercedes,0 days 01:09:16.242000,2022-07-02 14:54:16.251,1,,False,,False,True,2022,British Grand Prix
0 days 01:12:42.515000,L HAMILTON,44,0 days 00:01:43.023000,20.0,3.0,,,0 days 00:00:32.443000,0 days 00:00:41.790000,0 days 00:00:28.790000,0 days 01:11:31.935000,0 days 01:12:13.725000,0 days 01:12:42.515000,,224.0,222.0,289.0,False,INTERMEDIATE,5.0,True,Mercedes,0 days 01:10:59.492000,2022-07-02 14:55:59.501,1,,False,,False,True,2022,British Grand Prix
0 days 01:14:28.879000,L HAMILTON,44,0 days 00:01:46.364000,21.0,3.0,,,0 days 00:00:32.545000,0 days 00:00:43.389000,0 days 00:00:30.430000,0 days 01:13:15.060000,0 days 01:13:58.449000,0 days 01:14:28.879000,273.0,227.0,209.0,284.0,False,INTERMEDIATE,6.0,True,Mercedes,0 days 01:12:42.515000,2022-07-02 14:57:42.524,1,,False,,False,True,2022,British Grand Prix
0 days 01:16:10.874000,L HAMILTON,44,0 days 00:01:41.995000,22.0,3.0,,,0 days 00:00:32.369000,0 days 00:00:41.106000,0 days 00:00:28.520000,0 days 01:15:01.248000,0 days 01:15:42.354000,0 days 01:16:10.874000,289.0,242.0,219.0,292.0,True,INTERMEDIATE,7.0,True,Mercedes,0 days 01:14:28.879000,2022-07-02 14:59:28.888,12,,False,,False,True,2022,British Grand Prix
0 days 01:18:22.523000,L HAMILTON,44,0 days 00:02:11.649000,23.0,3.0,,0 days 01:18:11.619000,0 days 00:00:41.174000,0 days 00:00:54.151000,0 days 00:00:36.324000,0 days 01:16:52.048000,0 days 01:17:46.199000,0 days 01:18:22.523000,205.0,170.0,,234.0,False,INTERMEDIATE,8.0,True,Mercedes,0 days 01:16:10.874000,2022-07-02 15:01:10.883,1,,False,,False,False,2022,British Grand Prix
0 days 00:18:37.140000,L NORRIS,4,,1.0,1.0,0 days 00:16:07.296000,,,0 days 00:00:48.513000,0 days 00:01:06.457000,,0 days 00:17:30.740000,0 days 00:18:37.159000,213.0,228.0,189.0,100.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 00:16:07.296000,2022-07-02 14:01:07.305,1,,False,,False,False,2022,British Grand Prix
0 days 00:20:27.093000,L NORRIS,4,0 days 00:01:49.953000,2.0,1.0,,,0 days 00:00:35.609000,0 days 00:00:44.214000,0 days 00:00:30.130000,0 days 00:19:12.749000,0 days 00:19:56.963000,0 days 00:20:27.093000,250.0,236.0,206.0,286.0,True,INTERMEDIATE,2.0,True,McLaren,0 days 00:18:37.140000,2022-07-02 14:03:37.149,12,,False,,False,True,2022,British Grand Prix
0 days 00:22:12.129000,L NORRIS,4,0 days 00:01:45.036000,3.0,1.0,,,0 days 00:00:33.439000,0 days 00:00:42.973000,0 days 00:00:28.624000,0 days 00:21:00.532000,0 days 00:21:43.505000,0 days 00:22:12.129000,278.0,238.0,221.0,289.0,True,INTERMEDIATE,3.0,True,McLaren,0 days 00:20:27.093000,2022-07-02 14:05:27.102,1,,False,,False,True,2022,British Grand Prix
0 days 00:23:55.069000,L NORRIS,4,0 days 00:01:42.940000,4.0,1.0,,,0 days 00:00:32.640000,0 days 00:00:41.788000,0 days 00:00:28.512000,0 days 00:22:44.769000,0 days 00:23:26.557000,0 days 00:23:55.069000,,237.0,224.0,289.0,True,INTERMEDIATE,4.0,True,McLaren,0 days 00:22:12.129000,2022-07-02 14:07:12.138,1,,False,,False,True,2022,British Grand Prix
0 days 00:25:48.002000,L NORRIS,4,0 days 00:01:52.933000,5.0,1.0,,,0 days 00:00:33.621000,0 days 00:00:46.358000,0 days 00:00:32.954000,0 days 00:24:28.690000,0 days 00:25:15.048000,0 days 00:25:48.002000,260.0,227.0,224.0,222.0,False,INTERMEDIATE,5.0,True,McLaren,0 days 00:23:55.069000,2022-07-02 14:08:55.078,1,,False,,False,True,2022,British Grand Prix
0 days 00:27:30.387000,L NORRIS,4,0 days 00:01:42.385000,6.0,1.0,,,0 days 00:00:32.066000,0 days 00:00:41.325000,0 days 00:00:28.994000,0 days 00:26:20.068000,0 days 00:27:01.393000,0 days 00:27:30.387000,290.0,234.0,224.0,291.0,True,INTERMEDIATE,6.0,True,McLaren,0 days 00:25:48.002000,2022-07-02 14:10:48.011,1,,False,,False,True,2022,British Grand Prix
0 days 00:29:31.289000,L NORRIS,4,0 days 00:02:00.902000,7.0,1.0,,,0 days 00:00:40.147000,0 days 00:00:50.392000,0 days 00:00:30.363000,0 days 00:28:10.534000,0 days 00:29:00.926000,0 days 00:29:31.289000,265.0,227.0,229.0,276.0,False,INTERMEDIATE,7.0,True,McLaren,0 days 00:27:30.387000,2022-07-02 14:12:30.396,1,,False,,False,True,2022,British Grand Prix
0 days 00:31:12.804000,L NORRIS,4,0 days 00:01:41.515000,8.0,1.0,,,0 days 00:00:31.806000,0 days 00:00:41.189000,0 days 00:00:28.520000,0 days 00:30:03.095000,0 days 00:30:44.284000,0 days 00:31:12.804000,290.0,231.0,225.0,290.0,True,INTERMEDIATE,8.0,True,McLaren,0 days 00:29:31.289000,2022-07-02 14:14:31.298,1,,False,,False,True,2022,British Grand Prix
0 days 00:32:58.663000,L NORRIS,4,0 days 00:01:45.859000,9.0,1.0,,,0 days 00:00:33.709000,0 days 00:00:43.524000,0 days 00:00:28.626000,0 days 00:31:46.513000,0 days 00:32:30.037000,0 days 00:32:58.663000,274.0,240.0,227.0,290.0,False,INTERMEDIATE,9.0,True,McLaren,0 days 00:31:12.804000,2022-07-02 14:16:12.813,1,,False,,False,True,2022,British Grand Prix
0 days 00:34:41.212000,L NORRIS,4,0 days 00:01:42.549000,10.0,1.0,,0 days 00:34:35.135000,0 days 00:00:31.654000,0 days 00:00:41.622000,0 days 00:00:29.273000,0 days 00:33:30.317000,0 days 00:34:11.939000,0 days 00:34:41.212000,291.0,240.0,,280.0,False,INTERMEDIATE,10.0,True,McLaren,0 days 00:32:58.663000,2022-07-02 14:17:58.672,1,,False,,False,False,2022,British Grand Prix
0 days 00:42:40.131000,L NORRIS,4,,11.0,2.0,0 days 00:40:40.784000,,,0 days 00:00:45.629000,0 days 00:00:38.685000,,0 days 00:42:01.484000,0 days 00:42:40.146000,227.0,230.0,208.0,216.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 00:34:41.212000,2022-07-02 14:19:41.221,1,,False,,False,False,2022,British Grand Prix
0 days 00:44:27.288000,L NORRIS,4,0 days 00:01:47.157000,12.0,2.0,,,0 days 00:00:32.734000,0 days 00:00:43.771000,0 days 00:00:30.652000,0 days 00:43:12.865000,0 days 00:43:56.636000,0 days 00:44:27.288000,288.0,236.0,221.0,257.0,True,INTERMEDIATE,2.0,True,McLaren,0 days 00:42:40.131000,2022-07-02 14:27:40.140,1,,False,,False,True,2022,British Grand Prix
0 days 00:46:09.109000,L NORRIS,4,0 days 00:01:41.821000,13.0,2.0,,,0 days 00:00:31.913000,0 days 00:00:41.402000,0 days 00:00:28.506000,0 days 00:44:59.201000,0 days 00:45:40.603000,0 days 00:46:09.109000,290.0,240.0,222.0,291.0,True,INTERMEDIATE,3.0,True,McLaren,0 days 00:44:27.288000,2022-07-02 14:29:27.297,1,,False,,False,True,2022,British Grand Prix
0 days 00:47:58.861000,L NORRIS,4,0 days 00:01:49.752000,14.0,2.0,,,0 days 00:00:34.191000,0 days 00:00:45.565000,0 days 00:00:29.996000,0 days 00:46:43.300000,0 days 00:47:28.865000,0 days 00:47:58.861000,266.0,224.0,217.0,275.0,False,INTERMEDIATE,4.0,True,McLaren,0 days 00:46:09.109000,2022-07-02 14:31:09.118,1,,False,,False,True,2022,British Grand Prix
0 days 00:49:46.210000,L NORRIS,4,0 days 00:01:47.349000,15.0,2.0,,,0 days 00:00:32.372000,0 days 00:00:43.238000,0 days 00:00:31.739000,0 days 00:48:31.233000,0 days 00:49:14.471000,0 days 00:49:46.210000,289.0,217.0,216.0,273.0,False,INTERMEDIATE,5.0,True,McLaren,0 days 00:47:58.861000,2022-07-02 14:32:58.870,1,,False,,False,True,2022,British Grand Prix
0 days 00:51:35.857000,L NORRIS,4,0 days 00:01:49.647000,16.0,2.0,,,0 days 00:00:33.390000,0 days 00:00:45.428000,0 days 00:00:30.829000,0 days 00:50:19.600000,0 days 00:51:05.028000,0 days 00:51:35.857000,281.0,193.0,202.0,276.0,False,INTERMEDIATE,6.0,True,McLaren,0 days 00:49:46.210000,2022-07-02 14:34:46.219,1,,False,,False,True,2022,British Grand Prix
0 days 00:53:26.752000,L NORRIS,4,0 days 00:01:50.895000,17.0,2.0,,,0 days 00:00:34.142000,0 days 00:00:45.602000,0 days 00:00:31.151000,0 days 00:52:09.999000,0 days 00:52:55.601000,0 days 00:53:26.752000,283.0,175.0,202.0,283.0,False,INTERMEDIATE,7.0,True,McLaren,0 days 00:51:35.857000,2022-07-02 14:36:35.866,1,,False,,False,True,2022,British Grand Prix
0 days 00:55:18.359000,L NORRIS,4,0 days 00:01:51.607000,18.0,2.0,,0 days 00:55:12.154000,0 days 00:00:34.108000,0 days 00:00:47.313000,0 days 00:00:30.186000,0 days 00:54:00.860000,0 days 00:54:48.173000,0 days 00:55:18.359000,284.0,170.0,,268.0,False,INTERMEDIATE,8.0,True,McLaren,0 days 00:53:26.752000,2022-07-02 14:38:26.761,1,,False,,False,False,2022,British Grand Prix
0 days 01:05:31.127000,L NORRIS,4,,19.0,3.0,0 days 01:03:21.026000,,,0 days 00:00:47.841000,0 days 00:00:43.350000,,0 days 01:04:47.819000,0 days 01:05:31.131000,242.0,194.0,189.0,268.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 00:55:18.359000,2022-07-02 14:40:18.368,1,,False,,False,False,2022,British Grand Prix
0 days 01:07:21.098000,L NORRIS,4,0 days 00:01:49.971000,20.0,3.0,,,0 days 00:00:35.826000,0 days 00:00:44.034000,0 days 00:00:30.111000,0 days 01:06:06.953000,0 days 01:06:50.987000,0 days 01:07:21.098000,280.0,222.0,195.0,286.0,True,INTERMEDIATE,2.0,True,McLaren,0 days 01:05:31.127000,2022-07-02 14:50:31.136,1,,False,,False,True,2022,British Grand Prix
0 days 01:09:07.798000,L NORRIS,4,0 days 00:01:46.700000,21.0,3.0,,,0 days 00:00:34.108000,0 days 00:00:43.031000,0 days 00:00:29.561000,0 days 01:07:55.206000,0 days 01:08:38.237000,0 days 01:09:07.798000,278.0,225.0,212.0,286.0,True,INTERMEDIATE,3.0,True,McLaren,0 days 01:07:21.098000,2022-07-02 14:52:21.107,12,,False,,False,True,2022,British Grand Prix
0 days 01:10:52.117000,L NORRIS,4,0 days 00:01:44.319000,22.0,3.0,,,0 days 00:00:32.655000,0 days 00:00:42.402000,0 days 00:00:29.262000,0 days 01:09:40.453000,0 days 01:10:22.855000,0 days 01:10:52.117000,,227.0,210.0,286.0,True,INTERMEDIATE,4.0,True,McLaren,0 days 01:09:07.798000,2022-07-02 14:54:07.807,1,,False,,False,True,2022,British Grand Prix
0 days 01:12:39.232000,L NORRIS,4,0 days 00:01:47.115000,23.0,3.0,,,0 days 00:00:33.447000,0 days 00:00:43.710000,0 days 00:00:29.958000,0 days 01:11:25.564000,0 days 01:12:09.274000,0 days 01:12:39.232000,260.0,231.0,220.0,266.0,False,INTERMEDIATE,5.0,True,McLaren,0 days 01:10:52.117000,2022-07-02 14:55:52.126,1,,False,,False,True,2022,British Grand Prix
0 days 01:14:21.316000,L NORRIS,4,0 days 00:01:42.084000,24.0,3.0,,,0 days 00:00:32.300000,0 days 00:00:41.285000,0 days 00:00:28.499000,0 days 01:13:11.532000,0 days 01:13:52.817000,0 days 01:14:21.316000,287.0,238.0,223.0,288.0,True,INTERMEDIATE,6.0,True,McLaren,0 days 01:12:39.232000,2022-07-02 14:57:39.241,1,,False,,False,True,2022,British Grand Prix
0 days 01:16:03.855000,L NORRIS,4,0 days 00:01:42.539000,25.0,3.0,,,0 days 00:00:32.484000,0 days 00:00:41.231000,0 days 00:00:28.824000,0 days 01:14:53.800000,0 days 01:15:35.031000,0 days 01:16:03.855000,,236.0,222.0,289.0,False,INTERMEDIATE,7.0,True,McLaren,0 days 01:14:21.316000,2022-07-02 14:59:21.325,12,,False,,False,True,2022,British Grand Prix
0 days 01:18:27.455000,L NORRIS,4,0 days 00:02:23.600000,26.0,3.0,,0 days 01:18:17.249000,0 days 00:00:40.129000,0 days 00:01:02.476000,0 days 00:00:40.995000,0 days 01:16:43.984000,0 days 01:17:46.460000,0 days 01:18:27.455000,210.0,154.0,,216.0,False,INTERMEDIATE,8.0,True,McLaren,0 days 01:16:03.855000,2022-07-02 15:01:03.864,1,,False,,False,False,2022,British Grand Prix
