Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,QualifyingPosition,Year,EventName,WetSession
L NORRIS,4,0 days 00:01:20.344000,2.0,1.0,0 days 00:00:26.896000,0 days 00:00:26.839000,0 days 00:00:26.609000,0 days 00:22:06.554000,0 days 00:22:33.393000,0 days 00:23:00.002000,324.0,334.0,318.0,336.0,True,SOFT,2.0,True,McLaren,0 days 00:21:39.658000,1.0,6.0,2020,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:39.939000,3.0,1.0,0 days 00:00:32.722000,0 days 00:00:34.831000,0 days 00:00:32.386000,0 days 00:23:32.724000,0 days 00:24:07.555000,0 days 00:24:39.941000,227.0,271.0,315.0,231.0,False,SOFT,3.0,True,McLaren,0 days 00:23:00.002000,1.0,6.0,2020,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:20.499000,4.0,1.0,0 days 00:00:26.886000,0 days 00:00:26.851000,0 days 00:00:26.762000,0 days 00:25:06.827000,0 days 00:25:33.678000,0 days 00:26:00.440000,323.0,330.0,314.0,331.0,False,SOFT,4.0,True,McLaren,0 days 00:24:39.941000,1.0,6.0,2020,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:19.962000,8.0,3.0,0 days 00:00:26.829000,0 days 00:00:26.787000,0 days 00:00:26.346000,0 days 00:43:16.032000,0 days 00:43:42.819000,0 days 00:44:09.165000,324.0,332.0,317.0,334.0,True,SOFT,2.0,True,McLaren,0 days 00:42:49.203000,1.0,6.0,2020,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:20.057000,11.0,4.0,0 days 00:00:26.773000,0 days 00:00:26.868000,0 days 00:00:26.416000,0 days 00:54:18.338000,0 days 00:54:45.206000,0 days 00:55:11.622000,326.0,335.0,319.0,339.0,False,SOFT,2.0,True,McLaren,0 days 00:53:51.565000,12.0,6.0,2020,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:20.011000,14.0,5.0,0 days 00:00:26.833000,0 days 00:00:26.731000,0 days 00:00:26.447000,0 days 01:05:46.407000,0 days 01:06:13.138000,0 days 01:06:39.585000,325.0,332.0,317.0,335.0,True,SOFT,2.0,True,McLaren,0 days 01:05:19.574000,1.0,6.0,2020,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:19.820000,17.0,6.0,0 days 00:00:26.812000,0 days 00:00:26.712000,0 days 00:00:26.296000,0 days 01:12:19.897000,0 days 01:12:46.609000,0 days 01:13:12.905000,325.0,331.0,316.0,335.0,True,SOFT,3.0,False,McLaren,0 days 01:11:53.085000,1.0,6.0,2020,Italian Grand Prix,False
L STROLL,18,0 days 00:01:20.400000,4.0,1.0,0 days 00:00:26.939000,0 days 00:00:26.843000,0 days 00:00:26.618000,0 days 00:25:24.503000,0 days 00:25:51.346000,0 days 00:26:17.964000,325.0,335.0,312.0,341.0,True,SOFT,4.0,True,Racing Point,0 days 00:24:57.564000,1.0,8.0,2020,Italian Grand Prix,False
L STROLL,18,0 days 00:01:19.924000,9.0,3.0,0 days 00:00:26.860000,0 days 00:00:26.700000,0 days 00:00:26.364000,0 days 00:43:22.832000,0 days 00:43:49.532000,0 days 00:44:15.896000,327.0,337.0,316.0,342.0,True,SOFT,2.0,True,Racing Point,0 days 00:42:55.972000,1.0,8.0,2020,Italian Grand Prix,False
L STROLL,18,0 days 00:01:20.089000,12.0,4.0,0 days 00:00:26.802000,0 days 00:00:26.766000,0 days 00:00:26.521000,0 days 00:54:09.802000,0 days 00:54:36.568000,0 days 00:55:03.089000,324.0,333.0,316.0,339.0,False,SOFT,2.0,True,Racing Point,0 days 00:53:43,12.0,8.0,2020,Italian Grand Prix,False
L STROLL,18,0 days 00:01:20.802000,15.0,5.0,0 days 00:00:26.881000,0 days 00:00:27.104000,0 days 00:00:26.817000,0 days 01:05:31.007000,0 days 01:05:58.111000,0 days 01:06:24.928000,326.0,332.0,315.0,341.0,True,SOFT,2.0,True,Racing Point,0 days 01:05:04.126000,1.0,8.0,2020,Italian Grand Prix,False
L STROLL,18,0 days 00:01:20.049000,18.0,6.0,0 days 00:00:26.846000,0 days 00:00:26.816000,0 days 00:00:26.387000,0 days 01:12:22.446000,0 days 01:12:49.262000,0 days 01:13:15.649000,325.0,332.0,313.0,340.0,True,SOFT,4.0,False,Racing Point,0 days 01:11:55.600000,1.0,8.0,2020,Italian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:20.520000,2.0,1.0,0 days 00:00:26.900000,0 days 00:00:26.973000,0 days 00:00:26.647000,0 days 00:22:14.600000,0 days 00:22:41.573000,0 days 00:23:08.220000,325.0,333.0,315.0,334.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:21:47.700000,1.0,5.0,2020,Italian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:40.847000,3.0,1.0,0 days 00:00:33.438000,0 days 00:00:34.392000,0 days 00:00:33.017000,0 days 00:23:41.658000,0 days 00:24:16.050000,0 days 00:24:49.067000,255.0,297.0,315.0,197.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:23:08.220000,1.0,5.0,2020,Italian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:20.193000,4.0,1.0,0 days 00:00:26.884000,0 days 00:00:26.854000,0 days 00:00:26.455000,0 days 00:25:15.951000,0 days 00:25:42.805000,0 days 00:26:09.260000,324.0,332.0,317.0,334.0,True,SOFT,4.0,True,Red Bull Racing,0 days 00:24:49.067000,1.0,5.0,2020,Italian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:19.780000,7.0,2.0,0 days 00:00:26.750000,0 days 00:00:26.727000,0 days 00:00:26.303000,0 days 00:42:51.874000,0 days 00:43:18.601000,0 days 00:43:44.904000,323.0,329.0,313.0,332.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:42:25.124000,1.0,5.0,2020,Italian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:19.819000,10.0,3.0,0 days 00:00:26.755000,0 days 00:00:26.689000,0 days 00:00:26.375000,0 days 00:54:15.718000,0 days 00:54:42.407000,0 days 00:55:08.782000,324.0,334.0,317.0,338.0,False,SOFT,2.0,True,Red Bull Racing,0 days 00:53:48.963000,12.0,5.0,2020,Italian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:19.807000,13.0,4.0,0 days 00:00:26.819000,0 days 00:00:26.632000,0 days 00:00:26.356000,0 days 01:05:23.932000,0 days 01:05:50.564000,0 days 01:06:16.920000,323.0,330.0,316.0,334.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:04:57.113000,1.0,5.0,2020,Italian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:19.795000,16.0,5.0,0 days 00:00:26.743000,0 days 00:00:26.699000,0 days 00:00:26.353000,0 days 01:12:00.813000,0 days 01:12:27.512000,0 days 01:12:53.865000,326.0,330.0,316.0,337.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:11:34.070000,1.0,5.0,2020,Italian Grand Prix,False
N LATIFI,6,0 days 00:01:22.114000,2.0,1.0,0 days 00:00:27.333000,0 days 00:00:27.534000,0 days 00:00:27.247000,0 days 00:18:13.321000,0 days 00:18:40.855000,0 days 00:19:08.102000,319.0,331.0,305.0,339.0,True,SOFT,2.0,True,Williams,0 days 00:17:45.988000,1.0,20.0,2020,Italian Grand Prix,False
N LATIFI,6,0 days 00:01:39.552000,3.0,1.0,0 days 00:00:33.167000,0 days 00:00:34.652000,0 days 00:00:31.733000,0 days 00:19:41.269000,0 days 00:20:15.921000,0 days 00:20:47.654000,291.0,302.0,308.0,254.0,False,SOFT,3.0,True,Williams,0 days 00:19:08.102000,1.0,20.0,2020,Italian Grand Prix,False
N LATIFI,6,0 days 00:01:22.277000,4.0,1.0,0 days 00:00:27.411000,0 days 00:00:27.426000,0 days 00:00:27.440000,0 days 00:21:15.065000,0 days 00:21:42.491000,0 days 00:22:09.931000,313.0,327.0,305.0,332.0,False,SOFT,4.0,True,Williams,0 days 00:20:47.654000,1.0,20.0,2020,Italian Grand Prix,False
N LATIFI,6,0 days 00:01:21.717000,7.0,2.0,0 days 00:00:27.341000,0 days 00:00:27.135000,0 days 00:00:27.241000,0 days 00:32:18.978000,0 days 00:32:46.113000,0 days 00:33:13.354000,320.0,331.0,305.0,339.0,True,SOFT,2.0,True,Williams,0 days 00:31:51.637000,1.0,20.0,2020,Italian Grand Prix,False
P GASLY,10,0 days 00:01:20.416000,4.0,1.0,0 days 00:00:26.820000,0 days 00:00:27.006000,0 days 00:00:26.590000,0 days 00:25:19.219000,0 days 00:25:46.225000,0 days 00:26:12.815000,320.0,333.0,312.0,338.0,True,SOFT,4.0,True,AlphaTauri,0 days 00:24:52.399000,1.0,10.0,2020,Italian Grand Prix,False
P GASLY,10,0 days 00:01:20.145000,7.0,2.0,0 days 00:00:26.926000,0 days 00:00:26.846000,0 days 00:00:26.373000,0 days 00:32:42.106000,0 days 00:33:08.952000,0 days 00:33:35.325000,320.0,337.0,309.0,343.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:32:15.180000,1.0,10.0,2020,Italian Grand Prix,False
P GASLY,10,0 days 00:01:19.909000,10.0,3.0,0 days 00:00:26.901000,0 days 00:00:26.729000,0 days 00:00:26.279000,0 days 00:43:20.902000,0 days 00:43:47.631000,0 days 00:44:13.910000,319.0,336.0,314.0,341.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:42:54.001000,1.0,10.0,2020,Italian Grand Prix,False
P GASLY,10,0 days 00:01:20.384000,13.0,4.0,0 days 00:00:26.768000,0 days 00:00:27.008000,0 days 00:00:26.608000,0 days 00:54:35.266000,0 days 00:55:02.274000,0 days 00:55:28.882000,322.0,326.0,313.0,343.0,False,SOFT,2.0,True,AlphaTauri,0 days 00:54:08.498000,12.0,10.0,2020,Italian Grand Prix,False
P GASLY,10,0 days 00:01:20.680000,16.0,5.0,0 days 00:00:27.010000,0 days 00:00:26.847000,0 days 00:00:26.823000,0 days 01:05:33.599000,0 days 01:06:00.446000,0 days 01:06:27.269000,320.0,336.0,314.0,341.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:05:06.589000,1.0,10.0,2020,Italian Grand Prix,False
P GASLY,10,0 days 00:01:20.177000,19.0,6.0,0 days 00:00:26.807000,0 days 00:00:26.880000,0 days 00:00:26.490000,0 days 01:12:03.388000,0 days 01:12:30.268000,0 days 01:12:56.758000,324.0,333.0,314.0,341.0,True,SOFT,5.0,False,AlphaTauri,0 days 01:11:36.581000,1.0,10.0,2020,Italian Grand Prix,False
R GROSJEAN,8,0 days 00:01:21.402000,2.0,1.0,0 days 00:00:27.145000,0 days 00:00:27.272000,0 days 00:00:26.985000,0 days 00:18:18.647000,0 days 00:18:45.919000,0 days 00:19:12.904000,326.0,333.0,314.0,339.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:17:51.502000,1.0,16.0,2020,Italian Grand Prix,False
R GROSJEAN,8,0 days 00:01:21.139000,5.0,2.0,0 days 00:00:27.004000,0 days 00:00:27.126000,0 days 00:00:27.009000,0 days 00:25:27.675000,0 days 00:25:54.801000,0 days 00:26:21.810000,322.0,335.0,312.0,340.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:25:00.671000,1.0,16.0,2020,Italian Grand Prix,False
S PEREZ,11,0 days 00:01:20.048000,2.0,1.0,0 days 00:00:26.784000,0 days 00:00:26.899000,0 days 00:00:26.365000,0 days 00:22:03.931000,0 days 00:22:30.830000,0 days 00:22:57.195000,326.0,333.0,315.0,339.0,True,SOFT,2.0,True,Racing Point,0 days 00:21:37.147000,1.0,4.0,2020,Italian Grand Prix,False
S PEREZ,11,0 days 00:01:36.210000,3.0,1.0,0 days 00:00:31.386000,0 days 00:00:33.850000,0 days 00:00:30.974000,0 days 00:23:28.581000,0 days 00:24:02.431000,0 days 00:24:33.405000,296.0,295.0,311.0,250.0,False,SOFT,3.0,True,Racing Point,0 days 00:22:57.195000,1.0,4.0,2020,Italian Grand Prix,False
S PEREZ,11,0 days 00:01:20.679000,4.0,1.0,0 days 00:00:27.112000,0 days 00:00:26.926000,0 days 00:00:26.641000,0 days 00:25:00.517000,0 days 00:25:27.443000,0 days 00:25:54.084000,320.0,328.0,309.0,333.0,False,SOFT,4.0,True,Racing Point,0 days 00:24:33.405000,1.0,4.0,2020,Italian Grand Prix,False
S PEREZ,11,0 days 00:01:19.718000,7.0,2.0,0 days 00:00:26.812000,0 days 00:00:26.669000,0 days 00:00:26.237000,0 days 00:43:18.520000,0 days 00:43:45.189000,0 days 00:44:11.426000,325.0,335.0,315.0,341.0,True,SOFT,2.0,True,Racing Point,0 days 00:42:51.708000,1.0,4.0,2020,Italian Grand Prix,False
S PEREZ,11,0 days 00:01:20.295000,10.0,3.0,0 days 00:00:26.693000,0 days 00:00:26.991000,0 days 00:00:26.611000,0 days 00:54:13.223000,0 days 00:54:40.214000,0 days 00:55:06.825000,333.0,339.0,319.0,348.0,False,SOFT,2.0,True,Racing Point,0 days 00:53:46.530000,12.0,4.0,2020,Italian Grand Prix,False
S PEREZ,11,0 days 00:01:19.720000,13.0,4.0,0 days 00:00:26.782000,0 days 00:00:26.712000,0 days 00:00:26.226000,0 days 01:05:28.932000,0 days 01:05:55.644000,0 days 01:06:21.870000,328.0,333.0,318.0,341.0,True,SOFT,2.0,True,Racing Point,0 days 01:05:02.150000,1.0,4.0,2020,Italian Grand Prix,False
S PEREZ,11,0 days 00:01:19.813000,16.0,5.0,0 days 00:00:26.711000,0 days 00:00:26.792000,0 days 00:00:26.310000,0 days 01:12:05.590000,0 days 01:12:32.382000,0 days 01:12:58.692000,328.0,334.0,317.0,344.0,False,SOFT,2.0,True,Racing Point,0 days 01:11:38.879000,1.0,4.0,2020,Italian Grand Prix,False
S VETTEL,5,0 days 00:01:21.151000,2.0,1.0,0 days 00:00:27.116000,0 days 00:00:27.257000,0 days 00:00:26.778000,0 days 00:18:29.898000,0 days 00:18:57.155000,0 days 00:19:23.933000,324.0,329.0,309.0,334.0,True,SOFT,2.0,True,Ferrari,0 days 00:18:02.782000,1.0,17.0,2020,Italian Grand Prix,False
V BOTTAS,77,0 days 00:01:19.786000,2.0,1.0,0 days 00:00:26.887000,0 days 00:00:26.616000,0 days 00:00:26.283000,0 days 00:21:47.005000,0 days 00:22:13.621000,0 days 00:22:39.904000,322.0,329.0,314.0,332.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:21:20.118000,1.0,2.0,2020,Italian Grand Prix,False
V BOTTAS,77,0 days 00:01:19.996000,5.0,2.0,0 days 00:00:27.021000,0 days 00:00:26.661000,0 days 00:00:26.314000,0 days 00:32:09.211000,0 days 00:32:35.872000,0 days 00:33:02.186000,323.0,326.0,314.0,333.0,False,MEDIUM,5.0,False,Mercedes,0 days 00:31:42.190000,1.0,2.0,2020,Italian Grand Prix,False
V BOTTAS,77,0 days 00:01:19.417000,8.0,3.0,0 days 00:00:26.754000,0 days 00:00:26.485000,0 days 00:00:26.178000,0 days 00:42:41.235000,0 days 00:43:07.720000,0 days 00:43:33.898000,323.0,327.0,317.0,333.0,True,SOFT,2.0,True,Mercedes,0 days 00:42:14.481000,1.0,2.0,2020,Italian Grand Prix,False
V BOTTAS,77,0 days 00:01:18.952000,11.0,4.0,0 days 00:00:26.605000,0 days 00:00:26.365000,0 days 00:00:25.982000,0 days 00:54:00.147000,0 days 00:54:26.512000,0 days 00:54:52.494000,325.0,331.0,315.0,337.0,True,SOFT,2.0,True,Mercedes,0 days 00:53:33.542000,12.0,2.0,2020,Italian Grand Prix,False
V BOTTAS,77,0 days 00:01:19.121000,14.0,5.0,0 days 00:00:26.784000,0 days 00:00:26.320000,0 days 00:00:26.017000,0 days 01:05:13.538000,0 days 01:05:39.858000,0 days 01:06:05.875000,322.0,327.0,315.0,333.0,True,SOFT,2.0,True,Mercedes,0 days 01:04:46.754000,1.0,2.0,2020,Italian Grand Prix,False
V BOTTAS,77,0 days 00:01:18.956000,17.0,6.0,0 days 00:00:26.714000,0 days 00:00:26.281000,0 days 00:00:25.961000,0 days 01:11:46.226000,0 days 01:12:12.507000,0 days 01:12:38.468000,323.0,328.0,315.0,335.0,True,SOFT,2.0,True,Mercedes,0 days 01:11:19.512000,1.0,2.0,2020,Italian Grand Prix,False
A ALBON,23,0 days 00:01:34.349000,2.0,1.0,0 days 00:00:26.185000,0 days 00:00:37.454000,0 days 00:00:30.710000,0 days 00:48:16.390000,0 days 00:48:53.844000,0 days 00:49:24.554000,246.0,133.0,305.0,318.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:47:50.205000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:18.260000,3.0,1.0,0 days 00:00:22.576000,0 days 00:00:30.258000,0 days 00:00:25.426000,0 days 00:49:47.130000,0 days 00:50:17.388000,0 days 00:50:42.814000,276.0,193.0,302.0,317.0,True,SOFT,3.0,True,Red Bull Racing,0 days 00:49:24.554000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:52.680000,4.0,1.0,0 days 00:00:31.256000,0 days 00:00:42.850000,0 days 00:00:38.574000,0 days 00:51:14.070000,0 days 00:51:56.920000,0 days 00:52:35.494000,200.0,118.0,306.0,173.0,False,SOFT,4.0,True,Red Bull Racing,0 days 00:50:42.814000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.722000,5.0,1.0,0 days 00:00:22.383000,0 days 00:00:29.946000,0 days 00:00:25.393000,0 days 00:52:57.877000,0 days 00:53:27.823000,0 days 00:53:53.216000,275.0,198.0,293.0,319.0,True,SOFT,5.0,True,Red Bull Racing,0 days 00:52:35.494000,12.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.507000,8.0,2.0,0 days 00:00:22.398000,0 days 00:00:29.933000,0 days 00:00:25.176000,0 days 00:59:36.196000,0 days 01:00:06.129000,0 days 01:00:31.305000,279.0,199.0,303.0,316.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:59:13.798000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:50.476000,9.0,2.0,0 days 00:00:28.533000,0 days 00:00:40.336000,0 days 00:00:41.607000,0 days 01:00:59.838000,0 days 01:01:40.174000,0 days 01:02:21.781000,243.0,123.0,305.0,251.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:00:31.305000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.435000,10.0,2.0,0 days 00:00:22.430000,0 days 00:00:29.679000,0 days 00:00:25.326000,0 days 01:02:44.211000,0 days 01:03:13.890000,0 days 01:03:39.216000,277.0,199.0,306.0,318.0,True,SOFT,4.0,True,Red Bull Racing,0 days 01:02:21.781000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.411000,13.0,3.0,0 days 00:00:22.465000,0 days 00:00:29.744000,0 days 00:00:25.202000,0 days 01:12:42.504000,0 days 01:13:12.248000,0 days 01:13:37.450000,275.0,196.0,303.0,315.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:12:20.039000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:36.071000,14.0,3.0,0 days 00:00:28.289000,0 days 00:00:37.769000,0 days 00:00:30.013000,0 days 01:14:05.739000,0 days 01:14:43.508000,0 days 01:15:13.521000,241.0,148.0,303.0,262.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:13:37.450000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.893000,15.0,3.0,0 days 00:00:22.486000,0 days 00:00:29.704000,0 days 00:00:25.703000,0 days 01:15:36.007000,0 days 01:16:05.711000,0 days 01:16:31.414000,276.0,198.0,302.0,314.0,False,SOFT,4.0,True,Red Bull Racing,0 days 01:15:13.521000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.547000,18.0,4.0,0 days 00:00:22.440000,0 days 00:00:29.702000,0 days 00:00:25.405000,0 days 01:21:52.790000,0 days 01:22:22.492000,0 days 01:22:47.897000,279.0,196.0,304.0,315.0,False,SOFT,2.0,True,Red Bull Racing,0 days 01:21:30.350000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:43.762000,19.0,4.0,0 days 00:00:31.243000,0 days 00:00:42.976000,0 days 00:00:29.543000,0 days 01:23:19.140000,0 days 01:24:02.116000,0 days 01:24:31.659000,232.0,133.0,306.0,225.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:22:47.897000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.816000,20.0,4.0,0 days 00:00:22.453000,0 days 00:00:29.736000,0 days 00:00:25.627000,0 days 01:24:54.112000,0 days 01:25:23.848000,0 days 01:25:49.475000,280.0,199.0,303.0,315.0,False,SOFT,4.0,True,Red Bull Racing,0 days 01:24:31.659000,12.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.874000,23.0,5.0,0 days 00:00:22.555000,0 days 00:00:29.910000,0 days 00:00:25.409000,0 days 01:35:33.698000,0 days 01:36:03.608000,0 days 01:36:29.017000,279.0,195.0,302.0,311.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:35:11.143000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:33.300000,24.0,5.0,0 days 00:00:28.878000,0 days 00:00:37.348000,0 days 00:00:27.074000,0 days 01:36:57.895000,0 days 01:37:35.243000,0 days 01:38:02.317000,247.0,145.0,304.0,209.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:36:29.017000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.559000,25.0,5.0,0 days 00:00:22.340000,0 days 00:00:29.909000,0 days 00:00:25.310000,0 days 01:38:24.657000,0 days 01:38:54.566000,0 days 01:39:19.876000,278.0,194.0,302.0,312.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 01:38:02.317000,1.0,6.0,2020,Portuguese Grand Prix,False
A ALBON,23,0 days 00:01:17.437000,28.0,6.0,0 days 00:00:22.491000,0 days 00:00:29.628000,0 days 00:00:25.318000,0 days 01:44:36.589000,0 days 01:45:06.217000,0 days 01:45:31.535000,277.0,199.0,300.0,312.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:44:14.098000,1.0,6.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:19.232000,2.0,1.0,0 days 00:00:23.328000,0 days 00:00:30.405000,0 days 00:00:25.499000,0 days 00:47:04.946000,0 days 00:47:35.351000,0 days 00:48:00.850000,274.0,197.0,304.0,317.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:46:41.618000,1.0,17.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:36.358000,3.0,1.0,0 days 00:00:28.025000,0 days 00:00:36.320000,0 days 00:00:32.013000,0 days 00:48:28.875000,0 days 00:49:05.195000,0 days 00:49:37.208000,242.0,169.0,308.0,299.0,False,SOFT,3.0,True,Alfa Romeo Racing,0 days 00:48:00.850000,1.0,17.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:18.872000,4.0,1.0,0 days 00:00:22.756000,0 days 00:00:30.533000,0 days 00:00:25.583000,0 days 00:49:59.964000,0 days 00:50:30.497000,0 days 00:50:56.080000,275.0,197.0,304.0,329.0,True,SOFT,4.0,True,Alfa Romeo Racing,0 days 00:49:37.208000,1.0,17.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:48.407000,5.0,1.0,0 days 00:00:27.371000,0 days 00:00:40.179000,0 days 00:00:40.857000,0 days 00:51:23.451000,0 days 00:52:03.630000,0 days 00:52:44.487000,239.0,158.0,301.0,303.0,False,SOFT,5.0,True,Alfa Romeo Racing,0 days 00:50:56.080000,1.0,17.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:18.539000,6.0,1.0,0 days 00:00:22.876000,0 days 00:00:30.113000,0 days 00:00:25.550000,0 days 00:53:07.363000,0 days 00:53:37.476000,0 days 00:54:03.026000,274.0,198.0,302.0,321.0,True,SOFT,6.0,True,Alfa Romeo Racing,0 days 00:52:44.487000,12.0,17.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:19.125000,9.0,2.0,0 days 00:00:22.990000,0 days 00:00:30.563000,0 days 00:00:25.572000,0 days 00:59:23.558000,0 days 00:59:54.121000,0 days 01:00:19.693000,277.0,195.0,301.0,317.0,False,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:59:00.568000,1.0,17.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:34.987000,10.0,2.0,0 days 00:00:25.839000,0 days 00:00:35.493000,0 days 00:00:33.655000,0 days 01:00:45.532000,0 days 01:01:21.025000,0 days 01:01:54.680000,248.0,172.0,300.0,298.0,False,SOFT,3.0,True,Alfa Romeo Racing,0 days 01:00:19.693000,1.0,17.0,2020,Portuguese Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:18.323000,11.0,2.0,0 days 00:00:22.767000,0 days 00:00:30.099000,0 days 00:00:25.457000,0 days 01:02:17.447000,0 days 01:02:47.546000,0 days 01:03:13.003000,275.0,196.0,302.0,319.0,True,SOFT,4.0,True,Alfa Romeo Racing,0 days 01:01:54.680000,1.0,17.0,2020,Portuguese Grand Prix,False
C LECLERC,16,0 days 00:01:31.051000,2.0,1.0,0 days 00:00:26.843000,0 days 00:00:35.652000,0 days 00:00:28.556000,0 days 00:48:12.140000,0 days 00:48:47.792000,0 days 00:49:16.348000,250.0,173.0,298.0,286.0,True,SOFT,2.0,True,Ferrari,0 days 00:47:45.297000,1.0,4.0,2020,Portuguese Grand Prix,False
C LECLERC,16,0 days 00:01:17.974000,3.0,1.0,0 days 00:00:22.786000,0 days 00:00:29.911000,0 days 00:00:25.277000,0 days 00:49:39.134000,0 days 00:50:09.045000,0 days 00:50:34.322000,273.0,198.0,296.0,314.0,True,SOFT,3.0,True,Ferrari,0 days 00:49:16.348000,1.0,4.0,2020,Portuguese Grand Prix,False
C LECLERC,16,0 days 00:01:44.941000,4.0,1.0,0 days 00:00:31.577000,0 days 00:00:42.501000,0 days 00:00:30.863000,0 days 00:51:05.899000,0 days 00:51:48.400000,0 days 00:52:19.263000,119.0,142.0,297.0,273.0,False,SOFT,4.0,True,Ferrari,0 days 00:50:34.322000,1.0,4.0,2020,Portuguese Grand Prix,False
C LECLERC,16,0 days 00:01:17.421000,5.0,1.0,0 days 00:00:22.640000,0 days 00:00:29.680000,0 days 00:00:25.101000,0 days 00:52:41.903000,0 days 00:53:11.583000,0 days 00:53:36.684000,273.0,202.0,296.0,316.0,True,SOFT,5.0,True,Ferrari,0 days 00:52:19.263000,12.0,4.0,2020,Portuguese Grand Prix,False
C LECLERC,16,0 days 00:01:39.160000,8.0,2.0,0 days 00:00:27.532000,0 days 00:00:40.248000,0 days 00:00:31.380000,0 days 01:12:16.394000,0 days 01:12:56.642000,0 days 01:13:28.022000,181.0,160.0,302.0,299.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:11:48.862000,1.0,4.0,2020,Portuguese Grand Prix,False
