DriverNumber,BroadcastName,TeamName,Position,Q1,Q2,Q3,Year,EventName,WetSession
55,C SAINZ,Ferrari,4.0,0 days 00:01:42.197000,0 days 00:01:41.369000,0 days 00:01:41.016000,2023,Azerbaijan Grand Prix,False
44,L HAMILTON,Mercedes,5.0,0 days 00:01:42.113000,0 days 00:01:41.650000,0 days 00:01:41.177000,2023,Azerbaijan Grand Prix,False
14,F ALONSO,Aston Martin,6.0,0 days 00:01:41.720000,0 days 00:01:41.370000,0 days 00:01:41.253000,2023,Azerbaijan Grand Prix,False
4,L NORRIS,McLaren,7.0,0 days 00:01:42.154000,0 days 00:01:41.485000,0 days 00:01:41.281000,2023,Azerbaijan Grand Prix,False
22,Y TSUNODA,AlphaTauri,8.0,0 days 00:01:42.234000,0 days 00:01:41.569000,0 days 00:01:41.581000,2023,Azerbaijan Grand Prix,False
18,L STROLL,Aston Martin,9.0,0 days 00:01:42.524000,0 days 00:01:41.576000,0 days 00:01:41.611000,2023,Azerbaijan Grand Prix,False
81,O PIASTRI,McLaren,10.0,0 days 00:01:42.455000,0 days 00:01:41.636000,0 days 00:01:41.611000,2023,Azerbaijan Grand Prix,False
63,G RUSSELL,Mercedes,11.0,0 days 00:01:42.073000,0 days 00:01:41.654000,,2023,Azerbaijan Grand Prix,False
31,E OCON,Alpine,12.0,0 days 00:01:42.622000,0 days 00:01:41.798000,,2023,Azerbaijan Grand Prix,False
23,A ALBON,Williams,13.0,0 days 00:01:42.171000,0 days 00:01:41.818000,,2023,Azerbaijan Grand Prix,False
77,V BOTTAS,Alfa Romeo,14.0,0 days 00:01:42.582000,0 days 00:01:42.259000,,2023,Azerbaijan Grand Prix,False
2,L SARGEANT,Williams,15.0,0 days 00:01:42.242000,0 days 00:01:42.395000,,2023,Azerbaijan Grand Prix,False
24,G ZHOU,Alfa Romeo,16.0,0 days 00:01:42.642000,,,2023,Azerbaijan Grand Prix,False
27,N HULKENBERG,Haas F1 Team,17.0,0 days 00:01:42.755000,,,2023,Azerbaijan Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,18.0,0 days 00:01:43.417000,,,2023,Azerbaijan Grand Prix,False
10,P GASLY,Alpine,19.0,0 days 00:01:44.853000,,,2023,Azerbaijan Grand Prix,False
21,N DE VRIES,AlphaTauri,20.0,,,,2023,Azerbaijan Grand Prix,False
11,S PEREZ,Red Bull Racing,1.0,0 days 00:01:27.713000,0 days 00:01:27.328000,0 days 00:01:26.841000,2023,Miami Grand Prix,False
14,F ALONSO,Aston Martin,2.0,0 days 00:01:28.179000,0 days 00:01:27.097000,0 days 00:01:27.202000,2023,Miami Grand Prix,False
55,C SAINZ,Ferrari,3.0,0 days 00:01:27.686000,0 days 00:01:27.148000,0 days 00:01:27.349000,2023,Miami Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,4.0,0 days 00:01:27.809000,0 days 00:01:27.673000,0 days 00:01:27.767000,2023,Miami Grand Prix,False
10,P GASLY,Alpine,5.0,0 days 00:01:28.061000,0 days 00:01:27.612000,0 days 00:01:27.786000,2023,Miami Grand Prix,False
63,G RUSSELL,Mercedes,6.0,0 days 00:01:28.086000,0 days 00:01:27.743000,0 days 00:01:27.804000,2023,Miami Grand Prix,False
16,C LECLERC,Ferrari,7.0,0 days 00:01:27.713000,0 days 00:01:26.964000,0 days 00:01:27.861000,2023,Miami Grand Prix,False
31,E OCON,Alpine,8.0,0 days 00:01:27.872000,0 days 00:01:27.444000,0 days 00:01:27.935000,2023,Miami Grand Prix,False
1,M VERSTAPPEN,Red Bull Racing,9.0,0 days 00:01:27.363000,0 days 00:01:26.814000,,2023,Miami Grand Prix,False
77,V BOTTAS,Alfa Romeo,10.0,0 days 00:01:27.864000,0 days 00:01:27.564000,,2023,Miami Grand Prix,False
23,A ALBON,Williams,11.0,0 days 00:01:28.234000,0 days 00:01:27.795000,,2023,Miami Grand Prix,False
27,N HULKENBERG,Haas F1 Team,12.0,0 days 00:01:27.945000,0 days 00:01:27.903000,,2023,Miami Grand Prix,False
44,L HAMILTON,Mercedes,13.0,0 days 00:01:27.846000,0 days 00:01:27.975000,,2023,Miami Grand Prix,False
24,G ZHOU,Alfa Romeo,14.0,0 days 00:01:28.180000,0 days 00:01:28.091000,,2023,Miami Grand Prix,False
21,N DE VRIES,AlphaTauri,15.0,0 days 00:01:28.325000,0 days 00:01:28.395000,,2023,Miami Grand Prix,False
4,L NORRIS,McLaren,16.0,0 days 00:01:28.394000,,,2023,Miami Grand Prix,False
22,Y TSUNODA,AlphaTauri,17.0,0 days 00:01:28.429000,,,2023,Miami Grand Prix,False
18,L STROLL,Aston Martin,18.0,0 days 00:01:28.476000,,,2023,Miami Grand Prix,False
81,O PIASTRI,McLaren,19.0,0 days 00:01:28.484000,,,2023,Miami Grand Prix,False
2,L SARGEANT,Williams,20.0,0 days 00:01:28.577000,,,2023,Miami Grand Prix,False
1,M VERSTAPPEN,Red Bull Racing,1.0,0 days 00:01:12.386000,0 days 00:01:11.908000,0 days 00:01:11.365000,2023,Monaco Grand Prix,False
14,F ALONSO,Aston Martin,2.0,0 days 00:01:12.886000,0 days 00:01:12.107000,0 days 00:01:11.449000,2023,Monaco Grand Prix,False
16,C LECLERC,Ferrari,3.0,0 days 00:01:12.912000,0 days 00:01:12.103000,0 days 00:01:11.471000,2023,Monaco Grand Prix,False
31,E OCON,Alpine,4.0,0 days 00:01:12.967000,0 days 00:01:12.248000,0 days 00:01:11.553000,2023,Monaco Grand Prix,False
55,C SAINZ,Ferrari,5.0,0 days 00:01:12.717000,0 days 00:01:12.210000,0 days 00:01:11.630000,2023,Monaco Grand Prix,False
44,L HAMILTON,Mercedes,6.0,0 days 00:01:12.872000,0 days 00:01:12.156000,0 days 00:01:11.725000,2023,Monaco Grand Prix,False
10,P GASLY,Alpine,7.0,0 days 00:01:13.033000,0 days 00:01:12.169000,0 days 00:01:11.933000,2023,Monaco Grand Prix,False
63,G RUSSELL,Mercedes,8.0,0 days 00:01:12.769000,0 days 00:01:12.151000,0 days 00:01:11.964000,2023,Monaco Grand Prix,False
22,Y TSUNODA,AlphaTauri,9.0,0 days 00:01:12.642000,0 days 00:01:12.249000,0 days 00:01:12.082000,2023,Monaco Grand Prix,False
4,L NORRIS,McLaren,10.0,0 days 00:01:12.877000,0 days 00:01:12.377000,0 days 00:01:12.254000,2023,Monaco Grand Prix,False
81,O PIASTRI,McLaren,11.0,0 days 00:01:13.006000,0 days 00:01:12.395000,,2023,Monaco Grand Prix,False
21,N DE VRIES,AlphaTauri,12.0,0 days 00:01:13.054000,0 days 00:01:12.428000,,2023,Monaco Grand Prix,False
23,A ALBON,Williams,13.0,0 days 00:01:12.706000,0 days 00:01:12.527000,,2023,Monaco Grand Prix,False
18,L STROLL,Aston Martin,14.0,0 days 00:01:12.722000,0 days 00:01:12.623000,,2023,Monaco Grand Prix,False
77,V BOTTAS,Alfa Romeo,15.0,0 days 00:01:13.038000,0 days 00:01:12.625000,,2023,Monaco Grand Prix,False
2,L SARGEANT,Williams,16.0,0 days 00:01:13.113000,,,2023,Monaco Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,17.0,0 days 00:01:13.270000,,,2023,Monaco Grand Prix,False
27,N HULKENBERG,Haas F1 Team,18.0,0 days 00:01:13.279000,,,2023,Monaco Grand Prix,False
24,G ZHOU,Alfa Romeo,19.0,0 days 00:01:13.523000,,,2023,Monaco Grand Prix,False
11,S PEREZ,Red Bull Racing,20.0,0 days 00:01:13.850000,,,2023,Monaco Grand Prix,False
1,M VERSTAPPEN,Red Bull Racing,1.0,0 days 00:01:13.615000,0 days 00:01:12.760000,0 days 00:01:12.272000,2023,Spanish Grand Prix,False
55,C SAINZ,Ferrari,2.0,0 days 00:01:13.411000,0 days 00:01:12.790000,0 days 00:01:12.734000,2023,Spanish Grand Prix,False
4,L NORRIS,McLaren,3.0,0 days 00:01:13.295000,0 days 00:01:12.776000,0 days 00:01:12.792000,2023,Spanish Grand Prix,False
10,P GASLY,Alpine,4.0,0 days 00:01:13.471000,0 days 00:01:13.186000,0 days 00:01:12.816000,2023,Spanish Grand Prix,False
44,L HAMILTON,Mercedes,5.0,0 days 00:01:12.937000,0 days 00:01:12.999000,0 days 00:01:12.818000,2023,Spanish Grand Prix,False
18,L STROLL,Aston Martin,6.0,0 days 00:01:13.766000,0 days 00:01:13.082000,0 days 00:01:12.994000,2023,Spanish Grand Prix,False
31,E OCON,Alpine,7.0,0 days 00:01:13.433000,0 days 00:01:13.001000,0 days 00:01:13.083000,2023,Spanish Grand Prix,False
27,N HULKENBERG,Haas F1 Team,8.0,0 days 00:01:13.420000,0 days 00:01:13.283000,0 days 00:01:13.229000,2023,Spanish Grand Prix,False
14,F ALONSO,Aston Martin,9.0,0 days 00:01:13.747000,0 days 00:01:13.098000,0 days 00:01:13.507000,2023,Spanish Grand Prix,False
81,O PIASTRI,McLaren,10.0,0 days 00:01:13.691000,0 days 00:01:13.059000,0 days 00:01:13.682000,2023,Spanish Grand Prix,False
11,S PEREZ,Red Bull Racing,11.0,0 days 00:01:13.874000,0 days 00:01:13.334000,,2023,Spanish Grand Prix,False
63,G RUSSELL,Mercedes,12.0,0 days 00:01:13.326000,0 days 00:01:13.447000,,2023,Spanish Grand Prix,False
24,G ZHOU,Alfa Romeo,13.0,0 days 00:01:13.677000,0 days 00:01:13.521000,,2023,Spanish Grand Prix,False
21,N DE VRIES,AlphaTauri,14.0,0 days 00:01:13.581000,0 days 00:01:14.083000,,2023,Spanish Grand Prix,False
22,Y TSUNODA,AlphaTauri,15.0,0 days 00:01:13.862000,0 days 00:01:14.477000,,2023,Spanish Grand Prix,False
77,V BOTTAS,Alfa Romeo,16.0,0 days 00:01:13.977000,,,2023,Spanish Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,17.0,0 days 00:01:14.042000,,,2023,Spanish Grand Prix,False
23,A ALBON,Williams,18.0,0 days 00:01:14.063000,,,2023,Spanish Grand Prix,False
16,C LECLERC,Ferrari,19.0,0 days 00:01:14.079000,,,2023,Spanish Grand Prix,False
2,L SARGEANT,Williams,20.0,0 days 00:01:14.699000,,,2023,Spanish Grand Prix,False
1,M VERSTAPPEN,Red Bull Racing,1.0,0 days 00:01:20.851000,0 days 00:01:19.092000,0 days 00:01:25.858000,2023,Canadian Grand Prix,False
27,N HULKENBERG,Haas F1 Team,2.0,0 days 00:01:22.730000,0 days 00:01:20.305000,0 days 00:01:27.102000,2023,Canadian Grand Prix,False
14,F ALONSO,Aston Martin,3.0,0 days 00:01:21.481000,0 days 00:01:19.776000,0 days 00:01:27.286000,2023,Canadian Grand Prix,False
44,L HAMILTON,Mercedes,4.0,0 days 00:01:21.554000,0 days 00:01:20.426000,0 days 00:01:27.627000,2023,Canadian Grand Prix,False
63,G RUSSELL,Mercedes,5.0,0 days 00:01:21.798000,0 days 00:01:20.098000,0 days 00:01:27.893000,2023,Canadian Grand Prix,False
31,E OCON,Alpine,6.0,0 days 00:01:22.114000,0 days 00:01:20.406000,0 days 00:01:27.945000,2023,Canadian Grand Prix,False
4,L NORRIS,McLaren,7.0,0 days 00:01:21.998000,0 days 00:01:19.347000,0 days 00:01:28.046000,2023,Canadian Grand Prix,False
55,C SAINZ,Ferrari,8.0,0 days 00:01:22.248000,0 days 00:01:19.856000,0 days 00:01:29.294000,2023,Canadian Grand Prix,False
81,O PIASTRI,McLaren,9.0,0 days 00:01:22.190000,0 days 00:01:19.659000,0 days 00:01:31.349000,2023,Canadian Grand Prix,False
23,A ALBON,Williams,10.0,0 days 00:01:21.938000,0 days 00:01:18.725000,,2023,Canadian Grand Prix,False
16,C LECLERC,Ferrari,11.0,0 days 00:01:21.843000,0 days 00:01:20.615000,,2023,Canadian Grand Prix,False
11,S PEREZ,Red Bull Racing,12.0,0 days 00:01:22.151000,0 days 00:01:20.959000,,2023,Canadian Grand Prix,False
18,L STROLL,Aston Martin,13.0,0 days 00:01:22.677000,0 days 00:01:21.484000,,2023,Canadian Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,14.0,0 days 00:01:22.351000,0 days 00:01:21.678000,,2023,Canadian Grand Prix,False
77,V BOTTAS,Alfa Romeo,15.0,0 days 00:01:22.332000,0 days 00:01:21.821000,,2023,Canadian Grand Prix,False
22,Y TSUNODA,AlphaTauri,16.0,0 days 00:01:22.746000,,,2023,Canadian Grand Prix,False
10,P GASLY,Alpine,17.0,0 days 00:01:22.886000,,,2023,Canadian Grand Prix,False
21,N DE VRIES,AlphaTauri,18.0,0 days 00:01:23.137000,,,2023,Canadian Grand Prix,False
2,L SARGEANT,Williams,19.0,0 days 00:01:23.337000,,,2023,Canadian Grand Prix,False
24,G ZHOU,Alfa Romeo,20.0,0 days 00:01:23.342000,,,2023,Canadian Grand Prix,False
1,M VERSTAPPEN,Red Bull Racing,1.0,0 days 00:01:05.116000,0 days 00:01:04.951000,0 days 00:01:04.391000,2023,Austrian Grand Prix,False
16,C LECLERC,Ferrari,2.0,0 days 00:01:05.577000,0 days 00:01:05.087000,0 days 00:01:04.439000,2023,Austrian Grand Prix,False
55,C SAINZ,Ferrari,3.0,0 days 00:01:05.339000,0 days 00:01:04.975000,0 days 00:01:04.581000,2023,Austrian Grand Prix,False
4,L NORRIS,McLaren,4.0,0 days 00:01:05.617000,0 days 00:01:05.038000,0 days 00:01:04.658000,2023,Austrian Grand Prix,False
44,L HAMILTON,Mercedes,5.0,0 days 00:01:05.673000,0 days 00:01:05.188000,0 days 00:01:04.819000,2023,Austrian Grand Prix,False
18,L STROLL,Aston Martin,6.0,0 days 00:01:05.710000,0 days 00:01:05.121000,0 days 00:01:04.893000,2023,Austrian Grand Prix,False
14,F ALONSO,Aston Martin,7.0,0 days 00:01:05.655000,0 days 00:01:05.181000,0 days 00:01:04.911000,2023,Austrian Grand Prix,False
27,N HULKENBERG,Haas F1 Team,8.0,0 days 00:01:05.740000,0 days 00:01:05.362000,0 days 00:01:05.090000,2023,Austrian Grand Prix,False
10,P GASLY,Alpine,9.0,0 days 00:01:05.515000,0 days 00:01:05.308000,0 days 00:01:05.170000,2023,Austrian Grand Prix,False
23,A ALBON,Williams,10.0,0 days 00:01:05.673000,0 days 00:01:05.387000,0 days 00:01:05.823000,2023,Austrian Grand Prix,False
63,G RUSSELL,Mercedes,11.0,0 days 00:01:05.686000,0 days 00:01:05.428000,,2023,Austrian Grand Prix,False
31,E OCON,Alpine,12.0,0 days 00:01:05.729000,0 days 00:01:05.453000,,2023,Austrian Grand Prix,False
81,O PIASTRI,McLaren,13.0,0 days 00:01:05.683000,0 days 00:01:05.605000,,2023,Austrian Grand Prix,False
77,V BOTTAS,Alfa Romeo,14.0,0 days 00:01:05.763000,0 days 00:01:05.680000,,2023,Austrian Grand Prix,False
11,S PEREZ,Red Bull Racing,15.0,0 days 00:01:05.177000,0 days 00:02:06.688000,,2023,Austrian Grand Prix,False
22,Y TSUNODA,AlphaTauri,16.0,0 days 00:01:05.784000,,,2023,Austrian Grand Prix,False
24,G ZHOU,Alfa Romeo,17.0,0 days 00:01:05.818000,,,2023,Austrian Grand Prix,False
2,L SARGEANT,Williams,18.0,0 days 00:01:05.948000,,,2023,Austrian Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,19.0,0 days 00:01:05.971000,,,2023,Austrian Grand Prix,False
21,N DE VRIES,AlphaTauri,20.0,0 days 00:01:05.974000,,,2023,Austrian Grand Prix,False
1,M VERSTAPPEN,Red Bull Racing,1.0,0 days 00:01:29.428000,0 days 00:01:27.702000,0 days 00:01:26.720000,2023,British Grand Prix,False
4,L NORRIS,McLaren,2.0,0 days 00:01:28.917000,0 days 00:01:28.042000,0 days 00:01:26.961000,2023,British Grand Prix,False
81,O PIASTRI,McLaren,3.0,0 days 00:01:29.874000,0 days 00:01:27.845000,0 days 00:01:27.092000,2023,British Grand Prix,False
16,C LECLERC,Ferrari,4.0,0 days 00:01:29.143000,0 days 00:01:28.361000,0 days 00:01:27.136000,2023,British Grand Prix,False
55,C SAINZ,Ferrari,5.0,0 days 00:01:29.865000,0 days 00:01:28.265000,0 days 00:01:27.148000,2023,British Grand Prix,False
63,G RUSSELL,Mercedes,6.0,0 days 00:01:29.412000,0 days 00:01:28.782000,0 days 00:01:27.155000,2023,British Grand Prix,False
44,L HAMILTON,Mercedes,7.0,0 days 00:01:29.415000,0 days 00:01:28.545000,0 days 00:01:27.211000,2023,British Grand Prix,False
23,A ALBON,Williams,8.0,0 days 00:01:29.466000,0 days 00:01:28.067000,0 days 00:01:27.530000,2023,British Grand Prix,False
14,F ALONSO,Aston Martin,9.0,0 days 00:01:29.949000,0 days 00:01:28.368000,0 days 00:01:27.659000,2023,British Grand Prix,False
10,P GASLY,Alpine,10.0,0 days 00:01:29.533000,0 days 00:01:28.751000,0 days 00:01:27.689000,2023,British Grand Prix,False
27,N HULKENBERG,Haas F1 Team,11.0,0 days 00:01:29.603000,0 days 00:01:28.896000,,2023,British Grand Prix,False
18,L STROLL,Aston Martin,12.0,0 days 00:01:29.448000,0 days 00:01:28.935000,,2023,British Grand Prix,False
31,E OCON,Alpine,13.0,0 days 00:01:29.700000,0 days 00:01:28.956000,,2023,British Grand Prix,False
2,L SARGEANT,Williams,14.0,0 days 00:01:29.873000,0 days 00:01:29.031000,,2023,British Grand Prix,False
77,V BOTTAS,Alfa Romeo,15.0,0 days 00:01:29.798000,,,2023,British Grand Prix,False
11,S PEREZ,Red Bull Racing,16.0,0 days 00:01:29.968000,,,2023,British Grand Prix,False
22,Y TSUNODA,AlphaTauri,17.0,0 days 00:01:30.025000,,,2023,British Grand Prix,False
24,G ZHOU,Alfa Romeo,18.0,0 days 00:01:30.123000,,,2023,British Grand Prix,False
21,N DE VRIES,AlphaTauri,19.0,0 days 00:01:30.513000,,,2023,British Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,20.0,0 days 00:01:32.378000,,,2023,British Grand Prix,False
44,L HAMILTON,Mercedes,1.0,0 days 00:01:18.577000,0 days 00:01:17.427000,0 days 00:01:16.609000,2023,Hungarian Grand Prix,False
1,M VERSTAPPEN,Red Bull Racing,2.0,0 days 00:01:18.318000,0 days 00:01:17.547000,0 days 00:01:16.612000,2023,Hungarian Grand Prix,False
4,L NORRIS,McLaren,3.0,0 days 00:01:18.697000,0 days 00:01:17.328000,0 days 00:01:16.694000,2023,Hungarian Grand Prix,False
81,O PIASTRI,McLaren,4.0,0 days 00:01:18.464000,0 days 00:01:17.571000,0 days 00:01:16.905000,2023,Hungarian Grand Prix,False
24,G ZHOU,Alfa Romeo,5.0,0 days 00:01:18.143000,0 days 00:01:17.700000,0 days 00:01:16.971000,2023,Hungarian Grand Prix,False
16,C LECLERC,Ferrari,6.0,0 days 00:01:18.440000,0 days 00:01:17.580000,0 days 00:01:16.992000,2023,Hungarian Grand Prix,False
77,V BOTTAS,Alfa Romeo,7.0,0 days 00:01:18.775000,0 days 00:01:17.563000,0 days 00:01:17.034000,2023,Hungarian Grand Prix,False
14,F ALONSO,Aston Martin,8.0,0 days 00:01:18.580000,0 days 00:01:17.701000,0 days 00:01:17.035000,2023,Hungarian Grand Prix,False
