DriverNumber,BroadcastName,TeamName,Position,Q1,Q2,Q3,Year,EventName,WetSession
33,M VERSTAPPEN,Red Bull Racing,5.0,0 days 00:01:29.579000,0 days 00:01:29.109000,0 days 00:01:28.752000,2019,Bahrain Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,6.0,0 days 00:01:29.532000,0 days 00:01:29.017000,0 days 00:01:28.757000,2019,Bahrain Grand Prix,False
55,C SAINZ,McLaren,7.0,0 days 00:01:29.528000,0 days 00:01:29.055000,0 days 00:01:28.813000,2019,Bahrain Grand Prix,False
8,R GROSJEAN,Haas F1 Team,8.0,0 days 00:01:29.688000,0 days 00:01:29.249000,0 days 00:01:29.015000,2019,Bahrain Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,9.0,0 days 00:01:29.959000,0 days 00:01:29.471000,0 days 00:01:29.022000,2019,Bahrain Grand Prix,False
4,L NORRIS,McLaren,10.0,0 days 00:01:29.381000,0 days 00:01:29.258000,0 days 00:01:29.043000,2019,Bahrain Grand Prix,False
3,D RICCIARDO,Renault,11.0,0 days 00:01:29.859000,0 days 00:01:29.488000,,2019,Bahrain Grand Prix,False
23,A ALBON,Toro Rosso,12.0,0 days 00:01:29.514000,0 days 00:01:29.513000,,2019,Bahrain Grand Prix,False
10,P GASLY,Red Bull Racing,13.0,0 days 00:01:29.900000,0 days 00:01:29.526000,,2019,Bahrain Grand Prix,False
11,S PEREZ,Racing Point,14.0,0 days 00:01:29.893000,0 days 00:01:29.756000,,2019,Bahrain Grand Prix,False
26,D KVYAT,Toro Rosso,15.0,0 days 00:01:29.876000,0 days 00:01:29.854000,,2019,Bahrain Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,16.0,0 days 00:01:30.026000,,,2019,Bahrain Grand Prix,False
27,N HULKENBERG,Renault,17.0,0 days 00:01:30.034000,,,2019,Bahrain Grand Prix,False
18,L STROLL,Racing Point,18.0,0 days 00:01:30.217000,,,2019,Bahrain Grand Prix,False
63,G RUSSELL,Williams,19.0,0 days 00:01:31.759000,,,2019,Bahrain Grand Prix,False
88,R KUBICA,Williams,20.0,0 days 00:01:31.799000,,,2019,Bahrain Grand Prix,False
77,V BOTTAS,Mercedes,1.0,0 days 00:01:32.658000,0 days 00:01:31.728000,0 days 00:01:31.547000,2019,Chinese Grand Prix,False
44,L HAMILTON,Mercedes,2.0,0 days 00:01:33.115000,0 days 00:01:31.637000,0 days 00:01:31.570000,2019,Chinese Grand Prix,False
5,S VETTEL,Ferrari,3.0,0 days 00:01:33.557000,0 days 00:01:32.232000,0 days 00:01:31.848000,2019,Chinese Grand Prix,False
16,C LECLERC,Ferrari,4.0,0 days 00:01:32.712000,0 days 00:01:32.324000,0 days 00:01:31.865000,2019,Chinese Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,5.0,0 days 00:01:33.274000,0 days 00:01:32.369000,0 days 00:01:32.089000,2019,Chinese Grand Prix,False
10,P GASLY,Red Bull Racing,6.0,0 days 00:01:33.863000,0 days 00:01:32.948000,0 days 00:01:32.930000,2019,Chinese Grand Prix,False
3,D RICCIARDO,Renault,7.0,0 days 00:01:33.709000,0 days 00:01:33.214000,0 days 00:01:32.958000,2019,Chinese Grand Prix,False
27,N HULKENBERG,Renault,8.0,0 days 00:01:33.644000,0 days 00:01:33.968000,0 days 00:01:32.962000,2019,Chinese Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,9.0,0 days 00:01:34.036000,0 days 00:01:33.150000,,2019,Chinese Grand Prix,False
8,R GROSJEAN,Haas F1 Team,10.0,0 days 00:01:33.752000,0 days 00:01:33.156000,,2019,Chinese Grand Prix,False
26,D KVYAT,Toro Rosso,11.0,0 days 00:01:33.783000,0 days 00:01:33.236000,,2019,Chinese Grand Prix,False
11,S PEREZ,Racing Point,12.0,0 days 00:01:34.026000,0 days 00:01:33.299000,,2019,Chinese Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,13.0,0 days 00:01:34.125000,0 days 00:01:33.419000,,2019,Chinese Grand Prix,False
55,C SAINZ,McLaren,14.0,0 days 00:01:33.686000,0 days 00:01:33.523000,,2019,Chinese Grand Prix,False
4,L NORRIS,McLaren,15.0,0 days 00:01:34.148000,0 days 00:01:33.967000,,2019,Chinese Grand Prix,False
18,L STROLL,Racing Point,16.0,0 days 00:01:34.292000,,,2019,Chinese Grand Prix,False
63,G RUSSELL,Williams,17.0,0 days 00:01:35.253000,,,2019,Chinese Grand Prix,False
88,R KUBICA,Williams,18.0,0 days 00:01:35.281000,,,2019,Chinese Grand Prix,False
23,A ALBON,Toro Rosso,,,,,2019,Chinese Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,,,,,2019,Chinese Grand Prix,False
77,V BOTTAS,Mercedes,1.0,0 days 00:01:42.026000,0 days 00:01:41.500000,0 days 00:01:40.495000,2019,Azerbaijan Grand Prix,False
44,L HAMILTON,Mercedes,2.0,0 days 00:01:41.614000,0 days 00:01:41.580000,0 days 00:01:40.554000,2019,Azerbaijan Grand Prix,False
5,S VETTEL,Ferrari,3.0,0 days 00:01:42.042000,0 days 00:01:41.889000,0 days 00:01:40.797000,2019,Azerbaijan Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,4.0,0 days 00:01:41.727000,0 days 00:01:41.388000,0 days 00:01:41.069000,2019,Azerbaijan Grand Prix,False
11,S PEREZ,Racing Point,5.0,0 days 00:01:42.249000,0 days 00:01:41.870000,0 days 00:01:41.593000,2019,Azerbaijan Grand Prix,False
26,D KVYAT,Toro Rosso,6.0,0 days 00:01:42.324000,0 days 00:01:42.221000,0 days 00:01:41.681000,2019,Azerbaijan Grand Prix,False
4,L NORRIS,McLaren,7.0,0 days 00:01:42.371000,0 days 00:01:42.084000,0 days 00:01:41.886000,2019,Azerbaijan Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,8.0,0 days 00:01:42.140000,0 days 00:01:42.381000,0 days 00:01:42.424000,2019,Azerbaijan Grand Prix,False
16,C LECLERC,Ferrari,9.0,0 days 00:01:41.426000,0 days 00:01:41.995000,,2019,Azerbaijan Grand Prix,False
55,C SAINZ,McLaren,10.0,0 days 00:01:41.936000,0 days 00:01:42.398000,,2019,Azerbaijan Grand Prix,False
3,D RICCIARDO,Renault,11.0,0 days 00:01:42.486000,0 days 00:01:42.477000,,2019,Azerbaijan Grand Prix,False
23,A ALBON,Toro Rosso,12.0,0 days 00:01:42.154000,0 days 00:01:42.494000,,2019,Azerbaijan Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,13.0,0 days 00:01:42.382000,0 days 00:01:42.699000,,2019,Azerbaijan Grand Prix,False
18,L STROLL,Racing Point,14.0,0 days 00:01:42.630000,,,2019,Azerbaijan Grand Prix,False
8,R GROSJEAN,Haas F1 Team,15.0,0 days 00:01:43.407000,,,2019,Azerbaijan Grand Prix,False
27,N HULKENBERG,Renault,16.0,0 days 00:01:43.427000,,,2019,Azerbaijan Grand Prix,False
63,G RUSSELL,Williams,17.0,0 days 00:01:45.062000,,,2019,Azerbaijan Grand Prix,False
88,R KUBICA,Williams,18.0,0 days 00:01:45.455000,,,2019,Azerbaijan Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,19.0,,,,2019,Azerbaijan Grand Prix,False
10,P GASLY,Red Bull Racing,20.0,,,,2019,Azerbaijan Grand Prix,False
77,V BOTTAS,Mercedes,1.0,0 days 00:01:16.979000,0 days 00:01:15.924000,0 days 00:01:15.406000,2019,Spanish Grand Prix,False
44,L HAMILTON,Mercedes,2.0,0 days 00:01:17.292000,0 days 00:01:16.038000,0 days 00:01:16.040000,2019,Spanish Grand Prix,False
5,S VETTEL,Ferrari,3.0,0 days 00:01:17.425000,0 days 00:01:16.667000,0 days 00:01:16.272000,2019,Spanish Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,4.0,0 days 00:01:17.244000,0 days 00:01:16.726000,0 days 00:01:16.357000,2019,Spanish Grand Prix,False
16,C LECLERC,Ferrari,5.0,0 days 00:01:17.388000,0 days 00:01:16.714000,0 days 00:01:16.588000,2019,Spanish Grand Prix,False
10,P GASLY,Red Bull Racing,6.0,0 days 00:01:17.862000,0 days 00:01:16.932000,0 days 00:01:16.708000,2019,Spanish Grand Prix,False
8,R GROSJEAN,Haas F1 Team,7.0,0 days 00:01:18.042000,0 days 00:01:17.066000,0 days 00:01:16.911000,2019,Spanish Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,8.0,0 days 00:01:17.669000,0 days 00:01:17.272000,0 days 00:01:16.922000,2019,Spanish Grand Prix,False
26,D KVYAT,Toro Rosso,9.0,0 days 00:01:17.914000,0 days 00:01:17.243000,0 days 00:01:17.573000,2019,Spanish Grand Prix,False
3,D RICCIARDO,Renault,10.0,0 days 00:01:18.385000,0 days 00:01:17.299000,0 days 00:01:18.106000,2019,Spanish Grand Prix,False
4,L NORRIS,McLaren,11.0,0 days 00:01:17.611000,0 days 00:01:17.338000,,2019,Spanish Grand Prix,False
23,A ALBON,Toro Rosso,12.0,0 days 00:01:17.796000,0 days 00:01:17.445000,,2019,Spanish Grand Prix,False
55,C SAINZ,McLaren,13.0,0 days 00:01:17.760000,0 days 00:01:17.599000,,2019,Spanish Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,14.0,0 days 00:01:18.132000,0 days 00:01:17.788000,,2019,Spanish Grand Prix,False
11,S PEREZ,Racing Point,15.0,0 days 00:01:18.286000,0 days 00:01:17.886000,,2019,Spanish Grand Prix,False
27,N HULKENBERG,Renault,16.0,0 days 00:01:18.404000,,,2019,Spanish Grand Prix,False
18,L STROLL,Racing Point,17.0,0 days 00:01:18.471000,,,2019,Spanish Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,18.0,0 days 00:01:18.664000,,,2019,Spanish Grand Prix,False
63,G RUSSELL,Williams,19.0,0 days 00:01:19.072000,,,2019,Spanish Grand Prix,False
88,R KUBICA,Williams,20.0,0 days 00:01:20.254000,,,2019,Spanish Grand Prix,False
44,L HAMILTON,Mercedes,1.0,0 days 00:01:11.542000,0 days 00:01:10.835000,0 days 00:01:10.166000,2019,Monaco Grand Prix,False
77,V BOTTAS,Mercedes,2.0,0 days 00:01:11.562000,0 days 00:01:10.701000,0 days 00:01:10.252000,2019,Monaco Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,3.0,0 days 00:01:11.597000,0 days 00:01:10.618000,0 days 00:01:10.641000,2019,Monaco Grand Prix,False
5,S VETTEL,Ferrari,4.0,0 days 00:01:11.434000,0 days 00:01:11.227000,0 days 00:01:10.947000,2019,Monaco Grand Prix,False
10,P GASLY,Red Bull Racing,5.0,0 days 00:01:11.740000,0 days 00:01:11.457000,0 days 00:01:11.041000,2019,Monaco Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,6.0,0 days 00:01:11.865000,0 days 00:01:11.363000,0 days 00:01:11.109000,2019,Monaco Grand Prix,False
3,D RICCIARDO,Renault,7.0,0 days 00:01:11.767000,0 days 00:01:11.543000,0 days 00:01:11.218000,2019,Monaco Grand Prix,False
26,D KVYAT,Toro Rosso,8.0,0 days 00:01:11.602000,0 days 00:01:11.412000,0 days 00:01:11.271000,2019,Monaco Grand Prix,False
55,C SAINZ,McLaren,9.0,0 days 00:01:11.872000,0 days 00:01:11.608000,0 days 00:01:11.417000,2019,Monaco Grand Prix,False
23,A ALBON,Toro Rosso,10.0,0 days 00:01:12.007000,0 days 00:01:11.429000,0 days 00:01:11.653000,2019,Monaco Grand Prix,False
27,N HULKENBERG,Renault,11.0,0 days 00:01:12.097000,0 days 00:01:11.670000,,2019,Monaco Grand Prix,False
4,L NORRIS,McLaren,12.0,0 days 00:01:11.845000,0 days 00:01:11.724000,,2019,Monaco Grand Prix,False
8,R GROSJEAN,Haas F1 Team,13.0,0 days 00:01:11.837000,0 days 00:01:12.027000,,2019,Monaco Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,14.0,0 days 00:01:11.993000,0 days 00:01:12.115000,,2019,Monaco Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,15.0,0 days 00:01:11.976000,0 days 00:01:12.185000,,2019,Monaco Grand Prix,False
16,C LECLERC,Ferrari,16.0,0 days 00:01:12.149000,,,2019,Monaco Grand Prix,False
11,S PEREZ,Racing Point,17.0,0 days 00:01:12.233000,,,2019,Monaco Grand Prix,False
18,L STROLL,Racing Point,18.0,0 days 00:01:12.846000,,,2019,Monaco Grand Prix,False
63,G RUSSELL,Williams,19.0,0 days 00:01:13.477000,,,2019,Monaco Grand Prix,False
88,R KUBICA,Williams,20.0,0 days 00:01:13.751000,,,2019,Monaco Grand Prix,False
5,S VETTEL,Ferrari,1.0,0 days 00:01:11.200000,0 days 00:01:11.142000,0 days 00:01:10.240000,2019,Canadian Grand Prix,False
44,L HAMILTON,Mercedes,2.0,0 days 00:01:11.518000,0 days 00:01:11.010000,0 days 00:01:10.446000,2019,Canadian Grand Prix,False
16,C LECLERC,Ferrari,3.0,0 days 00:01:11.214000,0 days 00:01:11.205000,0 days 00:01:10.920000,2019,Canadian Grand Prix,False
3,D RICCIARDO,Renault,4.0,0 days 00:01:11.837000,0 days 00:01:11.532000,0 days 00:01:11.071000,2019,Canadian Grand Prix,False
10,P GASLY,Red Bull Racing,5.0,0 days 00:01:12.023000,0 days 00:01:11.196000,0 days 00:01:11.079000,2019,Canadian Grand Prix,False
77,V BOTTAS,Mercedes,6.0,0 days 00:01:11.229000,0 days 00:01:11.095000,0 days 00:01:11.101000,2019,Canadian Grand Prix,False
27,N HULKENBERG,Renault,7.0,0 days 00:01:11.720000,0 days 00:01:11.553000,0 days 00:01:11.324000,2019,Canadian Grand Prix,False
4,L NORRIS,McLaren,8.0,0 days 00:01:11.780000,0 days 00:01:11.735000,0 days 00:01:11.863000,2019,Canadian Grand Prix,False
55,C SAINZ,McLaren,9.0,0 days 00:01:11.750000,0 days 00:01:11.572000,0 days 00:01:13.981000,2019,Canadian Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,10.0,0 days 00:01:12.107000,0 days 00:01:11.786000,,2019,Canadian Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,11.0,0 days 00:01:11.619000,0 days 00:01:11.800000,,2019,Canadian Grand Prix,False
26,D KVYAT,Toro Rosso,12.0,0 days 00:01:11.965000,0 days 00:01:11.921000,,2019,Canadian Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,13.0,0 days 00:01:12.122000,0 days 00:01:12.136000,,2019,Canadian Grand Prix,False
23,A ALBON,Toro Rosso,14.0,0 days 00:01:12.020000,0 days 00:01:12.193000,,2019,Canadian Grand Prix,False
8,R GROSJEAN,Haas F1 Team,15.0,0 days 00:01:12.109000,,,2019,Canadian Grand Prix,False
11,S PEREZ,Racing Point,16.0,0 days 00:01:12.197000,,,2019,Canadian Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,17.0,0 days 00:01:12.230000,,,2019,Canadian Grand Prix,False
18,L STROLL,Racing Point,18.0,0 days 00:01:12.266000,,,2019,Canadian Grand Prix,False
63,G RUSSELL,Williams,19.0,0 days 00:01:13.617000,,,2019,Canadian Grand Prix,False
88,R KUBICA,Williams,20.0,0 days 00:01:14.393000,,,2019,Canadian Grand Prix,False
44,L HAMILTON,Mercedes,1.0,0 days 00:01:30.609000,0 days 00:01:29.520000,0 days 00:01:28.319000,2019,French Grand Prix,False
77,V BOTTAS,Mercedes,2.0,0 days 00:01:30.550000,0 days 00:01:29.437000,0 days 00:01:28.605000,2019,French Grand Prix,False
16,C LECLERC,Ferrari,3.0,0 days 00:01:30.647000,0 days 00:01:29.699000,0 days 00:01:28.965000,2019,French Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,4.0,0 days 00:01:31.327000,0 days 00:01:30.099000,0 days 00:01:29.409000,2019,French Grand Prix,False
4,L NORRIS,McLaren,5.0,0 days 00:01:30.989000,0 days 00:01:30.019000,0 days 00:01:29.418000,2019,French Grand Prix,False
55,C SAINZ,McLaren,6.0,0 days 00:01:31.073000,0 days 00:01:30.319000,0 days 00:01:29.522000,2019,French Grand Prix,False
5,S VETTEL,Ferrari,7.0,0 days 00:01:31.075000,0 days 00:01:29.506000,0 days 00:01:29.799000,2019,French Grand Prix,False
3,D RICCIARDO,Renault,8.0,0 days 00:01:30.954000,0 days 00:01:30.369000,0 days 00:01:29.918000,2019,French Grand Prix,False
10,P GASLY,Red Bull Racing,9.0,0 days 00:01:31.152000,0 days 00:01:30.421000,0 days 00:01:30.184000,2019,French Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,10.0,0 days 00:01:31.180000,0 days 00:01:30.408000,0 days 00:01:33.420000,2019,French Grand Prix,False
23,A ALBON,Toro Rosso,11.0,0 days 00:01:31.445000,0 days 00:01:30.461000,,2019,French Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,12.0,0 days 00:01:30.972000,0 days 00:01:30.533000,,2019,French Grand Prix,False
27,N HULKENBERG,Renault,13.0,0 days 00:01:30.865000,0 days 00:01:30.544000,,2019,French Grand Prix,False
11,S PEREZ,Racing Point,14.0,0 days 00:01:30.964000,0 days 00:01:30.738000,,2019,French Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,15.0,0 days 00:01:31.166000,0 days 00:01:31.440000,,2019,French Grand Prix,False
26,D KVYAT,Toro Rosso,16.0,0 days 00:01:31.564000,,,2019,French Grand Prix,False
8,R GROSJEAN,Haas F1 Team,17.0,0 days 00:01:31.626000,,,2019,French Grand Prix,False
18,L STROLL,Racing Point,18.0,0 days 00:01:31.726000,,,2019,French Grand Prix,False
63,G RUSSELL,Williams,19.0,0 days 00:01:32.789000,,,2019,French Grand Prix,False
88,R KUBICA,Williams,20.0,0 days 00:01:33.205000,,,2019,French Grand Prix,False
16,C LECLERC,Ferrari,1.0,0 days 00:01:04.138000,0 days 00:01:03.378000,0 days 00:01:03.003000,2019,Austrian Grand Prix,False
44,L HAMILTON,Mercedes,2.0,0 days 00:01:03.818000,0 days 00:01:03.803000,0 days 00:01:03.262000,2019,Austrian Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,3.0,0 days 00:01:03.807000,0 days 00:01:03.835000,0 days 00:01:03.439000,2019,Austrian Grand Prix,False
77,V BOTTAS,Mercedes,4.0,0 days 00:01:04.084000,0 days 00:01:03.863000,0 days 00:01:03.537000,2019,Austrian Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,5.0,0 days 00:01:04.778000,0 days 00:01:04.466000,0 days 00:01:04.072000,2019,Austrian Grand Prix,False
4,L NORRIS,McLaren,6.0,0 days 00:01:04.361000,0 days 00:01:04.211000,0 days 00:01:04.099000,2019,Austrian Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,7.0,0 days 00:01:04.615000,0 days 00:01:04.056000,0 days 00:01:04.166000,2019,Austrian Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,8.0,0 days 00:01:04.450000,0 days 00:01:04.194000,0 days 00:01:04.179000,2019,Austrian Grand Prix,False
10,P GASLY,Red Bull Racing,9.0,0 days 00:01:04.412000,0 days 00:01:03.988000,0 days 00:01:04.199000,2019,Austrian Grand Prix,False
5,S VETTEL,Ferrari,10.0,0 days 00:01:04.430000,0 days 00:01:03.667000,,2019,Austrian Grand Prix,False
8,R GROSJEAN,Haas F1 Team,11.0,0 days 00:01:04.552000,0 days 00:01:04.490000,,2019,Austrian Grand Prix,False
27,N HULKENBERG,Renault,12.0,0 days 00:01:04.733000,0 days 00:01:04.516000,,2019,Austrian Grand Prix,False
23,A ALBON,Toro Rosso,13.0,0 days 00:01:04.708000,0 days 00:01:04.665000,,2019,Austrian Grand Prix,False
3,D RICCIARDO,Renault,14.0,0 days 00:01:04.647000,0 days 00:01:04.790000,,2019,Austrian Grand Prix,False
55,C SAINZ,McLaren,15.0,0 days 00:01:04.453000,0 days 00:01:13.601000,,2019,Austrian Grand Prix,False
11,S PEREZ,Racing Point,16.0,0 days 00:01:04.789000,,,2019,Austrian Grand Prix,False
18,L STROLL,Racing Point,17.0,0 days 00:01:04.832000,,,2019,Austrian Grand Prix,False
26,D KVYAT,Toro Rosso,18.0,0 days 00:01:05.324000,,,2019,Austrian Grand Prix,False
63,G RUSSELL,Williams,19.0,0 days 00:01:05.904000,,,2019,Austrian Grand Prix,False
88,R KUBICA,Williams,20.0,0 days 00:01:06.206000,,,2019,Austrian Grand Prix,False
77,V BOTTAS,Mercedes,1.0,0 days 00:01:25.750000,0 days 00:01:25.672000,0 days 00:01:25.093000,2019,British Grand Prix,False
44,L HAMILTON,Mercedes,2.0,0 days 00:01:25.513000,0 days 00:01:25.840000,0 days 00:01:25.099000,2019,British Grand Prix,False
16,C LECLERC,Ferrari,3.0,0 days 00:01:25.533000,0 days 00:01:25.546000,0 days 00:01:25.172000,2019,British Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,4.0,0 days 00:01:25.700000,0 days 00:01:25.848000,0 days 00:01:25.276000,2019,British Grand Prix,False
10,P GASLY,Red Bull Racing,5.0,0 days 00:01:26.273000,0 days 00:01:26.038000,0 days 00:01:25.590000,2019,British Grand Prix,False
5,S VETTEL,Ferrari,6.0,0 days 00:01:25.898000,0 days 00:01:26.023000,0 days 00:01:25.787000,2019,British Grand Prix,False
3,D RICCIARDO,Renault,7.0,0 days 00:01:26.428000,0 days 00:01:26.283000,0 days 00:01:26.182000,2019,British Grand Prix,False
4,L NORRIS,McLaren,8.0,0 days 00:01:26.079000,0 days 00:01:26.385000,0 days 00:01:26.224000,2019,British Grand Prix,False
23,A ALBON,Toro Rosso,9.0,0 days 00:01:26.482000,0 days 00:01:26.403000,0 days 00:01:26.345000,2019,British Grand Prix,False
27,N HULKENBERG,Renault,10.0,0 days 00:01:26.568000,0 days 00:01:26.397000,0 days 00:01:26.386000,2019,British Grand Prix,False
99,A GIOVINAZZI,Alfa Romeo Racing,11.0,0 days 00:01:26.449000,0 days 00:01:26.519000,,2019,British Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,12.0,0 days 00:01:26.558000,0 days 00:01:26.546000,,2019,British Grand Prix,False
55,C SAINZ,McLaren,13.0,0 days 00:01:26.203000,0 days 00:01:26.578000,,2019,British Grand Prix,False
8,R GROSJEAN,Haas F1 Team,14.0,0 days 00:01:26.347000,0 days 00:01:26.757000,,2019,British Grand Prix,False
11,S PEREZ,Racing Point,15.0,0 days 00:01:26.649000,0 days 00:01:26.928000,,2019,British Grand Prix,False
20,K MAGNUSSEN,Haas F1 Team,16.0,0 days 00:01:26.662000,,,2019,British Grand Prix,False
26,D KVYAT,Toro Rosso,17.0,0 days 00:01:26.721000,,,2019,British Grand Prix,False
18,L STROLL,Racing Point,18.0,0 days 00:01:26.762000,,,2019,British Grand Prix,False
63,G RUSSELL,Williams,19.0,0 days 00:01:27.789000,,,2019,British Grand Prix,False
88,R KUBICA,Williams,20.0,0 days 00:01:28.257000,,,2019,British Grand Prix,False
44,L HAMILTON,Mercedes,1.0,0 days 00:01:12.852000,0 days 00:01:12.149000,0 days 00:01:11.767000,2019,German Grand Prix,False
33,M VERSTAPPEN,Red Bull Racing,2.0,0 days 00:01:12.593000,0 days 00:01:12.427000,0 days 00:01:12.113000,2019,German Grand Prix,False
77,V BOTTAS,Mercedes,3.0,0 days 00:01:13.075000,0 days 00:01:12.424000,0 days 00:01:12.129000,2019,German Grand Prix,False
10,P GASLY,Red Bull Racing,4.0,0 days 00:01:12.991000,0 days 00:01:12.385000,0 days 00:01:12.522000,2019,German Grand Prix,False
7,K RAIKKONEN,Alfa Romeo Racing,5.0,0 days 00:01:13.066000,0 days 00:01:12.519000,0 days 00:01:12.538000,2019,German Grand Prix,False
8,R GROSJEAN,Haas F1 Team,6.0,0 days 00:01:13.146000,0 days 00:01:12.769000,0 days 00:01:12.851000,2019,German Grand Prix,False
55,C SAINZ,McLaren,7.0,0 days 00:01:13.221000,0 days 00:01:12.632000,0 days 00:01:12.897000,2019,German Grand Prix,False
11,S PEREZ,Racing Point,8.0,0 days 00:01:13.194000,0 days 00:01:12.776000,0 days 00:01:13.065000,2019,German Grand Prix,False
27,N HULKENBERG,Renault,9.0,0 days 00:01:13.186000,0 days 00:01:12.766000,0 days 00:01:13.126000,2019,German Grand Prix,False
16,C LECLERC,Ferrari,10.0,0 days 00:01:12.229000,0 days 00:01:12.344000,,2019,German Grand Prix,False
